Initialize dataset with 893649 characters, 84 unique.
[2019-05-02 11:25] Train Step 1000/1000000, Batch Size = 64, Examples/Sec = 249.59, Accuracy = 0.00, Loss = 4.455
[2019-05-02 12:56] Train Step 8000/1000000, Batch Size = 64, Examples/Sec = 244.65, Accuracy = 0.00, Loss = 4.454
[2019-05-02 13:00] Train Step 9000/1000000, Batch Size = 64, Examples/Sec = 245.22, Accuracy = 0.00, Loss = 4.451
[2019-05-02 13:04] Train Step 10000/1000000, Batch Size = 64, Examples/Sec = 245.17, Accuracy = 0.00, Loss = 4.454
[2019-05-02 13:09] Train Step 11000/1000000, Batch Size = 64, Examples/Sec = 245.05, Accuracy = 0.00, Loss = 4.453
[2019-05-02 13:13] Train Step 12000/1000000, Batch Size = 64, Examples/Sec = 246.78, Accuracy = 0.00, Loss = 4.452
[2019-05-02 13:18] Train Step 13000/1000000, Batch Size = 64, Examples/Sec = 244.38, Accuracy = 0.00, Loss = 4.453
[2019-05-02 13:26] Train Step 1000/1000000, Batch Size = 64, Examples/Sec = 248.23, Accuracy = 0.00, Loss = 4.452
[2019-05-02 13:31] Train Step 2000/1000000, Batch Size = 64, Examples/Sec = 243.86, Accuracy = 0.00, Loss = 4.454
[2019-05-02 13:35] Train Step 3000/1000000, Batch Size = 64, Examples/Sec = 244.83, Accuracy = 0.00, Loss = 4.453
[2019-05-02 13:39] Train Step 4000/1000000, Batch Size = 64, Examples/Sec = 245.49, Accuracy = 0.00, Loss = 4.453
[2019-05-02 13:44] Train Step 5000/1000000, Batch Size = 64, Examples/Sec = 249.42, Accuracy = 0.00, Loss = 4.452
[2019-05-02 13:48] Train Step 6000/1000000, Batch Size = 64, Examples/Sec = 245.81, Accuracy = 0.00, Loss = 4.450
[2019-05-02 13:52] Train Step 7000/1000000, Batch Size = 64, Examples/Sec = 246.87, Accuracy = 0.00, Loss = 4.451
[2019-05-02 13:57] Train Step 8000/1000000, Batch Size = 64, Examples/Sec = 245.82, Accuracy = 0.00, Loss = 4.452
[2019-05-02 14:01] Train Step 9000/1000000, Batch Size = 64, Examples/Sec = 247.92, Accuracy = 0.00, Loss = 4.455
[2019-05-02 14:05] Train Step 10000/1000000, Batch Size = 64, Examples/Sec = 246.74, Accuracy = 0.00, Loss = 4.453
[2019-05-02 14:10] Train Step 11000/1000000, Batch Size = 64, Examples/Sec = 241.41, Accuracy = 0.00, Loss = 4.452
[2019-05-02 14:14] Train Step 12000/1000000, Batch Size = 64, Examples/Sec = 246.70, Accuracy = 0.00, Loss = 4.455
[2019-05-02 14:19] Train Step 13000/1000000, Batch Size = 64, Examples/Sec = 246.88, Accuracy = 0.00, Loss = 4.451
[2019-05-02 14:27] Train Step 1000/1000000, Batch Size = 64, Examples/Sec = 248.32, Accuracy = 0.00, Loss = 4.452
[2019-05-02 14:31] Train Step 2000/1000000, Batch Size = 64, Examples/Sec = 249.42, Accuracy = 0.00, Loss = 4.452
[2019-05-02 14:36] Train Step 3000/1000000, Batch Size = 64, Examples/Sec = 248.70, Accuracy = 0.00, Loss = 4.453
[2019-05-02 14:40] Train Step 4000/1000000, Batch Size = 64, Examples/Sec = 247.80, Accuracy = 0.00, Loss = 4.454
[2019-05-02 14:44] Train Step 5000/1000000, Batch Size = 64, Examples/Sec = 250.69, Accuracy = 0.00, Loss = 4.452
[2019-05-02 14:49] Train Step 6000/1000000, Batch Size = 64, Examples/Sec = 250.32, Accuracy = 0.00, Loss = 4.452
[2019-05-02 14:53] Train Step 7000/1000000, Batch Size = 64, Examples/Sec = 250.68, Accuracy = 0.00, Loss = 4.453
[2019-05-02 14:57] Train Step 8000/1000000, Batch Size = 64, Examples/Sec = 250.03, Accuracy = 0.00, Loss = 4.451
[2019-05-02 15:02] Train Step 9000/1000000, Batch Size = 64, Examples/Sec = 250.57, Accuracy = 0.00, Loss = 4.453
[2019-05-02 15:06] Train Step 10000/1000000, Batch Size = 64, Examples/Sec = 250.47, Accuracy = 0.00, Loss = 4.451
[2019-05-02 15:10] Train Step 11000/1000000, Batch Size = 64, Examples/Sec = 248.96, Accuracy = 0.00, Loss = 4.452
[2019-05-02 15:15] Train Step 12000/1000000, Batch Size = 64, Examples/Sec = 248.17, Accuracy = 0.00, Loss = 4.453
[2019-05-02 15:19] Train Step 13000/1000000, Batch Size = 64, Examples/Sec = 250.10, Accuracy = 0.00, Loss = 4.453
[2019-05-02 15:27] Train Step 1000/1000000, Batch Size = 64, Examples/Sec = 248.86, Accuracy = 0.00, Loss = 4.453
[2019-05-02 15:32] Train Step 2000/1000000, Batch Size = 64, Examples/Sec = 250.69, Accuracy = 0.00, Loss = 4.454
[2019-05-02 15:36] Train Step 3000/1000000, Batch Size = 64, Examples/Sec = 247.95, Accuracy = 0.00, Loss = 4.454
[2019-05-02 15:40] Train Step 4000/1000000, Batch Size = 64, Examples/Sec = 249.51, Accuracy = 0.00, Loss = 4.449
[2019-05-02 15:45] Train Step 5000/1000000, Batch Size = 64, Examples/Sec = 250.32, Accuracy = 0.00, Loss = 4.452
[2019-05-02 15:49] Train Step 6000/1000000, Batch Size = 64, Examples/Sec = 248.03, Accuracy = 0.00, Loss = 4.455
[2019-05-02 15:53] Train Step 7000/1000000, Batch Size = 64, Examples/Sec = 250.32, Accuracy = 0.00, Loss = 4.453
[2019-05-02 15:58] Train Step 8000/1000000, Batch Size = 64, Examples/Sec = 249.02, Accuracy = 0.00, Loss = 4.451
[2019-05-02 16:02] Train Step 9000/1000000, Batch Size = 64, Examples/Sec = 247.81, Accuracy = 0.00, Loss = 4.451
[2019-05-02 16:06] Train Step 10000/1000000, Batch Size = 64, Examples/Sec = 248.27, Accuracy = 0.00, Loss = 4.453
[2019-05-02 16:11] Train Step 11000/1000000, Batch Size = 64, Examples/Sec = 248.90, Accuracy = 0.00, Loss = 4.453
[2019-05-02 16:15] Train Step 12000/1000000, Batch Size = 64, Examples/Sec = 247.90, Accuracy = 0.00, Loss = 4.452
[2019-05-02 16:19] Train Step 13000/1000000, Batch Size = 64, Examples/Sec = 247.81, Accuracy = 0.00, Loss = 4.452
[2019-05-02 16:28] Train Step 1000/1000000, Batch Size = 64, Examples/Sec = 249.21, Accuracy = 0.00, Loss = 4.454
[2019-05-02 16:32] Train Step 2000/1000000, Batch Size = 64, Examples/Sec = 249.49, Accuracy = 0.00, Loss = 4.452
[2019-05-02 16:36] Train Step 3000/1000000, Batch Size = 64, Examples/Sec = 250.51, Accuracy = 0.00, Loss = 4.453
[2019-05-02 16:41] Train Step 4000/1000000, Batch Size = 64, Examples/Sec = 249.40, Accuracy = 0.00, Loss = 4.453
[2019-05-02 16:45] Train Step 5000/1000000, Batch Size = 64, Examples/Sec = 249.52, Accuracy = 0.00, Loss = 4.453
[2019-05-02 16:49] Train Step 6000/1000000, Batch Size = 64, Examples/Sec = 248.67, Accuracy = 0.00, Loss = 4.453
