Sentence length: 5
[2019-04-28 00:40] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 3168.22, Accuracy = 0.13, Loss = 2.303
[2019-04-28 00:42] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 15462.87, Accuracy = 0.61, Loss = 0.784
[2019-04-28 00:42] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 15558.32, Accuracy = 0.55, Loss = 0.788
[2019-04-28 00:42] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 15121.85, Accuracy = 0.62, Loss = 0.745
[2019-04-28 00:42] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 14858.19, Accuracy = 0.71, Loss = 0.540
[2019-04-28 00:42] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 15157.71, Accuracy = 0.68, Loss = 0.599
[2019-04-28 00:42] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 14794.32, Accuracy = 0.82, Loss = 0.354
[2019-04-28 00:42] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 15105.68, Accuracy = 0.84, Loss = 0.273
[2019-04-28 00:42] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 15165.42, Accuracy = 0.93, Loss = 0.144
[2019-04-28 00:42] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 15156.85, Accuracy = 1.00, Loss = 0.026
[2019-04-28 00:42] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 14887.03, Accuracy = 0.90, Loss = 0.281
[2019-04-28 00:42] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 15135.06, Accuracy = 0.85, Loss = 0.483
[2019-04-28 00:42] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 15100.58, Accuracy = 0.94, Loss = 0.120
[2019-04-28 00:42] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 15298.95, Accuracy = 1.00, Loss = 0.003
[2019-04-28 00:42] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 15261.99, Accuracy = 1.00, Loss = 0.002
[2019-04-28 00:42] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 15298.95, Accuracy = 1.00, Loss = 0.001
[2019-04-28 00:42] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 15315.98, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 2100/10000, Batch Size = 128, Examples/Sec = 15320.78, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 2200/10000, Batch Size = 128, Examples/Sec = 15320.78, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 2300/10000, Batch Size = 128, Examples/Sec = 15268.50, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 2400/10000, Batch Size = 128, Examples/Sec = 15238.59, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 2500/10000, Batch Size = 128, Examples/Sec = 15325.16, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 2600/10000, Batch Size = 128, Examples/Sec = 15315.98, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 2700/10000, Batch Size = 128, Examples/Sec = 15127.81, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 2800/10000, Batch Size = 128, Examples/Sec = 15205.36, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 2900/10000, Batch Size = 128, Examples/Sec = 15260.25, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 3000/10000, Batch Size = 128, Examples/Sec = 15261.55, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 3100/10000, Batch Size = 128, Examples/Sec = 15323.41, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 3200/10000, Batch Size = 128, Examples/Sec = 15256.78, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 3300/10000, Batch Size = 128, Examples/Sec = 15123.12, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:42] Train Step 3400/10000, Batch Size = 128, Examples/Sec = 14988.44, Accuracy = 0.28, Loss = 1.902
[2019-04-28 00:42] Train Step 3500/10000, Batch Size = 128, Examples/Sec = 15027.46, Accuracy = 0.43, Loss = 1.131
[2019-04-28 00:42] Train Step 3600/10000, Batch Size = 128, Examples/Sec = 14904.39, Accuracy = 0.73, Loss = 0.635
[2019-04-28 00:42] Train Step 3700/10000, Batch Size = 128, Examples/Sec = 15044.72, Accuracy = 0.76, Loss = 0.453
[2019-04-28 00:42] Train Step 3800/10000, Batch Size = 128, Examples/Sec = 15048.10, Accuracy = 0.67, Loss = 0.449
[2019-04-28 00:42] Train Step 3900/10000, Batch Size = 128, Examples/Sec = 15000.58, Accuracy = 0.96, Loss = 0.250
[2019-04-28 00:42] Train Step 4000/10000, Batch Size = 128, Examples/Sec = 15029.14, Accuracy = 0.78, Loss = 0.409
[2019-04-28 00:43] Train Step 4100/10000, Batch Size = 128, Examples/Sec = 15009.81, Accuracy = 0.87, Loss = 0.292
[2019-04-28 00:43] Train Step 4200/10000, Batch Size = 128, Examples/Sec = 15008.97, Accuracy = 0.91, Loss = 0.242
[2019-04-28 00:43] Train Step 4300/10000, Batch Size = 128, Examples/Sec = 15128.66, Accuracy = 1.00, Loss = 0.035
[2019-04-28 00:43] Train Step 4400/10000, Batch Size = 128, Examples/Sec = 15162.85, Accuracy = 1.00, Loss = 0.026
[2019-04-28 00:43] Train Step 4500/10000, Batch Size = 128, Examples/Sec = 15246.38, Accuracy = 1.00, Loss = 0.005
[2019-04-28 00:43] Train Step 4600/10000, Batch Size = 128, Examples/Sec = 15281.97, Accuracy = 1.00, Loss = 0.002
[2019-04-28 00:43] Train Step 4700/10000, Batch Size = 128, Examples/Sec = 15269.37, Accuracy = 1.00, Loss = 0.001
[2019-04-28 00:43] Train Step 4800/10000, Batch Size = 128, Examples/Sec = 15312.92, Accuracy = 1.00, Loss = 0.001
[2019-04-28 00:43] Train Step 4900/10000, Batch Size = 128, Examples/Sec = 15229.95, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 5000/10000, Batch Size = 128, Examples/Sec = 15300.26, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 5100/10000, Batch Size = 128, Examples/Sec = 15090.39, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 5200/10000, Batch Size = 128, Examples/Sec = 15149.16, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 5300/10000, Batch Size = 128, Examples/Sec = 15273.28, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 5400/10000, Batch Size = 128, Examples/Sec = 15112.48, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 5500/10000, Batch Size = 128, Examples/Sec = 15157.71, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 5600/10000, Batch Size = 128, Examples/Sec = 15175.28, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 5700/10000, Batch Size = 128, Examples/Sec = 15097.61, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 5800/10000, Batch Size = 128, Examples/Sec = 15014.01, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 5900/10000, Batch Size = 128, Examples/Sec = 15124.40, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 6000/10000, Batch Size = 128, Examples/Sec = 15191.16, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 6100/10000, Batch Size = 128, Examples/Sec = 15156.43, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 6200/10000, Batch Size = 128, Examples/Sec = 15319.91, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 6300/10000, Batch Size = 128, Examples/Sec = 15303.75, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 6400/10000, Batch Size = 128, Examples/Sec = 15129.52, Accuracy = 0.70, Loss = 0.672
[2019-04-28 00:43] Train Step 6500/10000, Batch Size = 128, Examples/Sec = 15226.06, Accuracy = 0.80, Loss = 0.350
[2019-04-28 00:43] Train Step 6600/10000, Batch Size = 128, Examples/Sec = 15271.54, Accuracy = 0.94, Loss = 0.150
[2019-04-28 00:43] Train Step 6700/10000, Batch Size = 128, Examples/Sec = 15098.88, Accuracy = 0.97, Loss = 0.117
[2019-04-28 00:43] Train Step 6800/10000, Batch Size = 128, Examples/Sec = 15098.46, Accuracy = 1.00, Loss = 0.061
[2019-04-28 00:43] Train Step 6900/10000, Batch Size = 128, Examples/Sec = 15222.18, Accuracy = 0.85, Loss = 0.900
[2019-04-28 00:43] Train Step 7000/10000, Batch Size = 128, Examples/Sec = 15255.05, Accuracy = 1.00, Loss = 0.003
[2019-04-28 00:43] Train Step 7100/10000, Batch Size = 128, Examples/Sec = 15249.85, Accuracy = 1.00, Loss = 0.001
[2019-04-28 00:43] Train Step 7200/10000, Batch Size = 128, Examples/Sec = 15296.34, Accuracy = 1.00, Loss = 0.001
[2019-04-28 00:43] Train Step 7300/10000, Batch Size = 128, Examples/Sec = 15263.29, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 7400/10000, Batch Size = 128, Examples/Sec = 15298.52, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 7500/10000, Batch Size = 128, Examples/Sec = 15351.89, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 7600/10000, Batch Size = 128, Examples/Sec = 15283.28, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 7700/10000, Batch Size = 128, Examples/Sec = 14959.21, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 15017.37, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 14999.75, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 15024.09, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 14964.21, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 14963.79, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:43] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 15000.17, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:44] Train Step 8400/10000, Batch Size = 128, Examples/Sec = 14918.05, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:44] Train Step 8500/10000, Batch Size = 128, Examples/Sec = 15014.85, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:44] Train Step 8600/10000, Batch Size = 128, Examples/Sec = 14997.65, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:44] Train Step 8700/10000, Batch Size = 128, Examples/Sec = 15011.07, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:44] Train Step 8800/10000, Batch Size = 128, Examples/Sec = 14757.31, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:44] Train Step 8900/10000, Batch Size = 128, Examples/Sec = 14841.76, Accuracy = 0.81, Loss = 0.567
[2019-04-28 00:44] Train Step 9000/10000, Batch Size = 128, Examples/Sec = 14843.81, Accuracy = 1.00, Loss = 0.082
[2019-04-28 00:44] Train Step 9100/10000, Batch Size = 128, Examples/Sec = 14979.24, Accuracy = 1.00, Loss = 0.007
[2019-04-28 00:44] Train Step 9200/10000, Batch Size = 128, Examples/Sec = 14969.22, Accuracy = 1.00, Loss = 0.003
[2019-04-28 00:44] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 14973.39, Accuracy = 1.00, Loss = 0.002
[2019-04-28 00:44] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 15067.52, Accuracy = 1.00, Loss = 0.001
[2019-04-28 00:44] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 14951.71, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:44] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 14948.79, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:44] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 14793.91, Accuracy = 1.00, Loss = 0.000
[2019-04-28 00:44] Train Step 9800/10000, Batch Size = 128, Examples/Sec = 15106.10, Accuracy = 0.45, Loss = 3.366
[2019-04-28 00:44] Train Step 9900/10000, Batch Size = 128, Examples/Sec = 15156.43, Accuracy = 0.92, Loss = 0.138
[2019-04-28 00:44] Train Step 10000/10000, Batch Size = 128, Examples/Sec = 14473.25, Accuracy = 1.00, Loss = 0.004
Done training.
Sentence length: 7
[2019-04-28 00:44] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 13617.18, Accuracy = 0.09, Loss = 2.303
[2019-04-28 00:44] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 12624.83, Accuracy = 0.34, Loss = 1.515
[2019-04-28 00:44] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 13863.32, Accuracy = 0.42, Loss = 1.290
[2019-04-28 00:44] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 13830.11, Accuracy = 0.70, Loss = 0.850
[2019-04-28 00:44] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 13825.48, Accuracy = 0.59, Loss = 0.937
[2019-04-28 00:44] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 13854.73, Accuracy = 0.60, Loss = 0.770
[2019-04-28 00:44] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 13846.51, Accuracy = 0.54, Loss = 0.829
[2019-04-28 00:44] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 13910.01, Accuracy = 0.76, Loss = 0.439
