[2019-04-27 23:30] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 544.07, Accuracy = 0.09, Loss = 2.303
[2019-04-27 23:30] Train Step 0170/10000, Batch Size = 128, Examples/Sec = 17320.65, Accuracy = 0.73, Loss = 0.715
[2019-04-27 23:30] Train Step 0180/10000, Batch Size = 128, Examples/Sec = 17069.53, Accuracy = 0.73, Loss = 0.637
[2019-04-27 23:30] Train Step 0190/10000, Batch Size = 128, Examples/Sec = 17378.96, Accuracy = 0.88, Loss = 0.597
[2019-04-27 23:30] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 16960.60, Accuracy = 0.79, Loss = 0.617
[2019-04-27 23:30] Train Step 0210/10000, Batch Size = 128, Examples/Sec = 17070.07, Accuracy = 0.71, Loss = 0.647
[2019-04-27 23:30] Train Step 0220/10000, Batch Size = 128, Examples/Sec = 17091.81, Accuracy = 0.82, Loss = 0.539
[2019-04-27 23:30] Train Step 0230/10000, Batch Size = 128, Examples/Sec = 17152.97, Accuracy = 0.80, Loss = 0.629
[2019-04-27 23:30] Train Step 0240/10000, Batch Size = 128, Examples/Sec = 17281.07, Accuracy = 0.88, Loss = 0.496
[2019-04-27 23:30] Train Step 0250/10000, Batch Size = 128, Examples/Sec = 14081.49, Accuracy = 0.85, Loss = 0.472
[2019-04-27 23:30] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 17024.06, Accuracy = 0.84, Loss = 0.506
[2019-04-27 23:30] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 14513.16, Accuracy = 0.81, Loss = 0.466
[2019-04-27 23:30] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 13666.75, Accuracy = 0.84, Loss = 0.488
[2019-04-27 23:30] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 17121.25, Accuracy = 0.85, Loss = 0.458
[2019-04-27 23:30] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 11304.69, Accuracy = 0.89, Loss = 0.386
[2019-04-27 23:30] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 8949.64, Accuracy = 0.83, Loss = 0.425
[2019-04-27 23:30] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 17030.55, Accuracy = 0.89, Loss = 0.387
[2019-04-27 23:30] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 14613.90, Accuracy = 0.87, Loss = 0.373
[2019-04-27 23:30] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 16966.50, Accuracy = 0.86, Loss = 0.384
[2019-04-27 23:30] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 14943.38, Accuracy = 0.91, Loss = 0.323
[2019-04-27 23:30] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 6787.33, Accuracy = 0.87, Loss = 0.348
[2019-04-27 23:30] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 14209.32, Accuracy = 0.85, Loss = 0.361
[2019-04-27 23:30] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 17021.91, Accuracy = 0.87, Loss = 0.356
[2019-04-27 23:30] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 17128.89, Accuracy = 0.92, Loss = 0.334
[2019-04-27 23:30] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 17176.57, Accuracy = 0.95, Loss = 0.279
[2019-04-27 23:30] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 17136.00, Accuracy = 0.93, Loss = 0.293
[2019-04-27 23:30] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 11364.75, Accuracy = 0.91, Loss = 0.281
[2019-04-27 23:30] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 16534.88, Accuracy = 0.93, Loss = 0.297
[2019-04-27 23:30] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 17097.80, Accuracy = 0.92, Loss = 0.253
[2019-04-27 23:30] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 14047.59, Accuracy = 0.96, Loss = 0.229
[2019-04-27 23:30] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 16954.71, Accuracy = 0.95, Loss = 0.230
[2019-04-27 23:30] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 14158.36, Accuracy = 0.88, Loss = 0.278
[2019-04-27 23:30] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 8592.13, Accuracy = 0.93, Loss = 0.206
[2019-04-27 23:30] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 16967.03, Accuracy = 0.93, Loss = 0.261
[2019-04-27 23:30] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 14424.26, Accuracy = 0.97, Loss = 0.220
[2019-04-27 23:30] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 16993.89, Accuracy = 0.99, Loss = 0.194
[2019-04-27 23:30] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 8146.13, Accuracy = 0.95, Loss = 0.180
[2019-04-27 23:30] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 17118.52, Accuracy = 0.95, Loss = 0.227
[2019-04-27 23:30] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 5855.28, Accuracy = 0.93, Loss = 0.203
[2019-04-27 23:30] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 17083.65, Accuracy = 0.92, Loss = 0.186
[2019-04-27 23:30] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 17212.37, Accuracy = 0.97, Loss = 0.178
[2019-04-27 23:30] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 14544.62, Accuracy = 0.97, Loss = 0.202
[2019-04-27 23:30] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 17084.20, Accuracy = 0.98, Loss = 0.166
[2019-04-27 23:30] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 11027.89, Accuracy = 0.95, Loss = 0.146
[2019-04-27 23:30] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 13971.55, Accuracy = 1.00, Loss = 0.151
[2019-04-27 23:30] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 14248.17, Accuracy = 0.92, Loss = 0.168
[2019-04-27 23:30] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 17002.50, Accuracy = 0.99, Loss = 0.146
[2019-04-27 23:30] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 17120.70, Accuracy = 1.00, Loss = 0.127
[2019-04-27 23:30] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 17050.56, Accuracy = 1.00, Loss = 0.156
[2019-04-27 23:30] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 17027.84, Accuracy = 1.00, Loss = 0.134
[2019-04-27 23:30] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 17143.11, Accuracy = 0.87, Loss = 0.236
[2019-04-27 23:30] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 17085.29, Accuracy = 0.92, Loss = 0.157
[2019-04-27 23:30] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 17088.00, Accuracy = 0.93, Loss = 0.123
[2019-04-27 23:30] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 17071.16, Accuracy = 0.94, Loss = 0.162
[2019-04-27 23:30] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 13419.09, Accuracy = 1.00, Loss = 0.144
[2019-04-27 23:30] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 17318.42, Accuracy = 1.00, Loss = 0.089
[2019-04-27 23:30] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 14067.47, Accuracy = 0.95, Loss = 0.140
[2019-04-27 23:30] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 13566.94, Accuracy = 0.92, Loss = 0.142
[2019-04-27 23:30] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 13511.29, Accuracy = 0.96, Loss = 0.141
[2019-04-27 23:30] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 13810.18, Accuracy = 1.00, Loss = 0.116
[2019-04-27 23:30] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 6779.19, Accuracy = 1.00, Loss = 0.111
[2019-04-27 23:30] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 17088.55, Accuracy = 1.00, Loss = 0.100
[2019-04-27 23:30] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 13892.02, Accuracy = 1.00, Loss = 0.080
[2019-04-27 23:30] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 14281.14, Accuracy = 0.98, Loss = 0.122
[2019-04-27 23:30] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 13576.55, Accuracy = 1.00, Loss = 0.070
[2019-04-27 23:30] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 13949.05, Accuracy = 0.97, Loss = 0.100
[2019-04-27 23:30] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 13546.06, Accuracy = 0.99, Loss = 0.096
[2019-04-27 23:30] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 16879.02, Accuracy = 0.98, Loss = 0.067
[2019-04-27 23:30] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 14590.87, Accuracy = 1.00, Loss = 0.072
[2019-04-27 23:30] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 17077.13, Accuracy = 1.00, Loss = 0.065
[2019-04-27 23:30] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 17014.89, Accuracy = 0.97, Loss = 0.143
[2019-04-27 23:30] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 17094.53, Accuracy = 0.98, Loss = 0.086
[2019-04-27 23:30] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 17116.88, Accuracy = 1.00, Loss = 0.062
[2019-04-27 23:30] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 16809.26, Accuracy = 0.98, Loss = 0.077
[2019-04-27 23:30] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 16940.80, Accuracy = 0.99, Loss = 0.087
[2019-04-27 23:30] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 16905.59, Accuracy = 0.98, Loss = 0.077
[2019-04-27 23:30] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 17077.13, Accuracy = 0.95, Loss = 0.094
[2019-04-27 23:30] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 17092.36, Accuracy = 0.95, Loss = 0.098
[2019-04-27 23:30] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 14264.82, Accuracy = 0.94, Loss = 0.121
[2019-04-27 23:30] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 17099.98, Accuracy = 1.00, Loss = 0.049
[2019-04-27 23:30] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 17206.30, Accuracy = 1.00, Loss = 0.022
Done training.
[2019-04-27 23:30] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 15195.89, Accuracy = 0.06, Loss = 2.303
[2019-04-27 23:30] Train Step 0010/10000, Batch Size = 128, Examples/Sec = 15787.07, Accuracy = 0.20, Loss = 2.059
[2019-04-27 23:30] Train Step 0020/10000, Batch Size = 128, Examples/Sec = 15735.25, Accuracy = 0.25, Loss = 1.819
[2019-04-27 23:30] Train Step 0030/10000, Batch Size = 128, Examples/Sec = 15618.52, Accuracy = 0.34, Loss = 1.605
[2019-04-27 23:30] Train Step 0040/10000, Batch Size = 128, Examples/Sec = 15744.94, Accuracy = 0.30, Loss = 1.535
[2019-04-27 23:30] Train Step 0050/10000, Batch Size = 128, Examples/Sec = 15709.00, Accuracy = 0.41, Loss = 1.501
[2019-04-27 23:30] Train Step 0060/10000, Batch Size = 128, Examples/Sec = 13170.54, Accuracy = 0.51, Loss = 1.262
[2019-04-27 23:30] Train Step 0070/10000, Batch Size = 128, Examples/Sec = 15390.62, Accuracy = 0.52, Loss = 1.198
[2019-04-27 23:30] Train Step 0080/10000, Batch Size = 128, Examples/Sec = 15176.99, Accuracy = 0.34, Loss = 1.353
[2019-04-27 23:30] Train Step 0090/10000, Batch Size = 128, Examples/Sec = 10459.00, Accuracy = 0.57, Loss = 1.058
[2019-04-27 23:30] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 15410.94, Accuracy = 0.60, Loss = 1.068
[2019-04-27 23:30] Train Step 0110/10000, Batch Size = 128, Examples/Sec = 15373.43, Accuracy = 0.53, Loss = 1.047
[2019-04-27 23:30] Train Step 0120/10000, Batch Size = 128, Examples/Sec = 12753.79, Accuracy = 0.56, Loss = 1.047
[2019-04-27 23:30] Train Step 0130/10000, Batch Size = 128, Examples/Sec = 8127.14, Accuracy = 0.72, Loss = 0.894
[2019-04-27 23:30] Train Step 0140/10000, Batch Size = 128, Examples/Sec = 15471.78, Accuracy = 0.68, Loss = 0.922
[2019-04-27 23:30] Train Step 0150/10000, Batch Size = 128, Examples/Sec = 15283.71, Accuracy = 0.69, Loss = 0.850
[2019-04-27 23:30] Train Step 0160/10000, Batch Size = 128, Examples/Sec = 15429.54, Accuracy = 0.84, Loss = 0.767
[2019-04-27 23:30] Train Step 0170/10000, Batch Size = 128, Examples/Sec = 15212.69, Accuracy = 0.69, Loss = 0.816
[2019-04-27 23:30] Train Step 0180/10000, Batch Size = 128, Examples/Sec = 15294.16, Accuracy = 0.83, Loss = 0.692
[2019-04-27 23:30] Train Step 0190/10000, Batch Size = 128, Examples/Sec = 15275.88, Accuracy = 0.73, Loss = 0.745
[2019-04-27 23:30] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 15336.10, Accuracy = 0.73, Loss = 0.704
[2019-04-27 23:30] Train Step 0210/10000, Batch Size = 128, Examples/Sec = 15161.13, Accuracy = 0.77, Loss = 0.672
[2019-04-27 23:30] Train Step 0220/10000, Batch Size = 128, Examples/Sec = 15253.31, Accuracy = 0.74, Loss = 0.662
[2019-04-27 23:30] Train Step 0230/10000, Batch Size = 128, Examples/Sec = 13656.67, Accuracy = 0.62, Loss = 0.720
[2019-04-27 23:31] Train Step 0240/10000, Batch Size = 128, Examples/Sec = 15285.89, Accuracy = 0.70, Loss = 0.633
[2019-04-27 23:31] Train Step 0250/10000, Batch Size = 128, Examples/Sec = 12519.73, Accuracy = 0.74, Loss = 0.572
[2019-04-27 23:31] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 15332.60, Accuracy = 0.73, Loss = 0.606
[2019-04-27 23:31] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 15097.18, Accuracy = 0.73, Loss = 0.564
[2019-04-27 23:31] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 8149.10, Accuracy = 0.68, Loss = 0.578
[2019-04-27 23:31] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 15333.47, Accuracy = 0.81, Loss = 0.488
[2019-04-27 23:31] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 15180.43, Accuracy = 0.88, Loss = 0.490
[2019-04-27 23:31] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 15250.28, Accuracy = 0.77, Loss = 0.486
[2019-04-27 23:31] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 15190.73, Accuracy = 0.77, Loss = 0.532
[2019-04-27 23:31] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 15236.43, Accuracy = 0.76, Loss = 0.497
[2019-04-27 23:31] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 12828.76, Accuracy = 0.73, Loss = 0.506
[2019-04-27 23:31] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 12213.27, Accuracy = 0.73, Loss = 0.539
[2019-04-27 23:31] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 15282.84, Accuracy = 0.75, Loss = 0.453
[2019-04-27 23:31] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 15276.32, Accuracy = 0.82, Loss = 0.434
[2019-04-27 23:31] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 15085.73, Accuracy = 0.61, Loss = 0.577
[2019-04-27 23:31] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 11309.93, Accuracy = 0.88, Loss = 0.406
[2019-04-27 23:31] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 13107.84, Accuracy = 0.78, Loss = 0.425
[2019-04-27 23:31] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 8169.93, Accuracy = 0.79, Loss = 0.438
[2019-04-27 23:31] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 15284.58, Accuracy = 0.66, Loss = 0.468
[2019-04-27 23:31] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 15247.25, Accuracy = 0.75, Loss = 0.452
[2019-04-27 23:31] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 15369.47, Accuracy = 0.75, Loss = 0.425
[2019-04-27 23:31] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 15259.38, Accuracy = 0.77, Loss = 0.412
[2019-04-27 23:31] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 12747.43, Accuracy = 0.68, Loss = 0.465
[2019-04-27 23:31] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 15276.75, Accuracy = 0.79, Loss = 0.369
[2019-04-27 23:31] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 15303.32, Accuracy = 0.70, Loss = 0.460
[2019-04-27 23:31] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 15193.31, Accuracy = 0.69, Loss = 0.447
[2019-04-27 23:31] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 15194.17, Accuracy = 0.82, Loss = 0.404
[2019-04-27 23:31] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 6438.46, Accuracy = 0.76, Loss = 0.369
[2019-04-27 23:31] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 12226.34, Accuracy = 0.76, Loss = 0.395
[2019-04-27 23:31] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 6806.35, Accuracy = 0.80, Loss = 0.293
[2019-04-27 23:31] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 15221.31, Accuracy = 0.92, Loss = 0.266
[2019-04-27 23:31] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 10344.73, Accuracy = 0.85, Loss = 0.314
[2019-04-27 23:31] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 12581.04, Accuracy = 0.86, Loss = 0.276
[2019-04-27 23:31] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 15173.13, Accuracy = 0.87, Loss = 0.253
[2019-04-27 23:31] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 13137.67, Accuracy = 0.90, Loss = 0.268
[2019-04-27 23:31] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 15160.28, Accuracy = 0.88, Loss = 0.254
[2019-04-27 23:31] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 15338.29, Accuracy = 0.97, Loss = 0.209
[2019-04-27 23:31] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 12740.48, Accuracy = 0.96, Loss = 0.196
[2019-04-27 23:31] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 14795.13, Accuracy = 0.92, Loss = 0.264
[2019-04-27 23:31] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 15055.27, Accuracy = 0.90, Loss = 0.233
[2019-04-27 23:31] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 15126.96, Accuracy = 0.93, Loss = 0.188
[2019-04-27 23:31] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 15085.73, Accuracy = 0.94, Loss = 0.153
[2019-04-27 23:31] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 15196.75, Accuracy = 0.92, Loss = 0.191
[2019-04-27 23:31] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 11766.52, Accuracy = 1.00, Loss = 0.153
[2019-04-27 23:31] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 15144.03, Accuracy = 0.95, Loss = 0.194
[2019-04-27 23:31] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 14998.49, Accuracy = 0.93, Loss = 0.244
[2019-04-27 23:31] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 8588.42, Accuracy = 0.96, Loss = 0.173
[2019-04-27 23:31] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 15149.58, Accuracy = 0.89, Loss = 0.178
[2019-04-27 23:31] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 15248.55, Accuracy = 0.93, Loss = 0.143
[2019-04-27 23:31] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 12949.13, Accuracy = 0.90, Loss = 0.173
[2019-04-27 23:31] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 12593.73, Accuracy = 0.90, Loss = 0.175
[2019-04-27 23:31] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 12769.57, Accuracy = 0.99, Loss = 0.154
[2019-04-27 23:31] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 12315.25, Accuracy = 0.85, Loss = 0.270
[2019-04-27 23:31] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 15003.52, Accuracy = 0.88, Loss = 0.186
[2019-04-27 23:31] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 15122.70, Accuracy = 0.94, Loss = 0.187
[2019-04-27 23:31] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 12691.38, Accuracy = 0.98, Loss = 0.170
[2019-04-27 23:31] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 15083.61, Accuracy = 1.00, Loss = 0.137
[2019-04-27 23:31] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 15141.89, Accuracy = 0.91, Loss = 0.162
[2019-04-27 23:31] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 13122.58, Accuracy = 1.00, Loss = 0.081
[2019-04-27 23:31] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 14886.20, Accuracy = 0.91, Loss = 0.170
[2019-04-27 23:31] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 15075.99, Accuracy = 0.98, Loss = 0.128
[2019-04-27 23:31] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 12888.20, Accuracy = 0.91, Loss = 0.153
[2019-04-27 23:31] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 12532.88, Accuracy = 0.84, Loss = 0.237
[2019-04-27 23:31] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 15106.10, Accuracy = 0.91, Loss = 0.132
[2019-04-27 23:31] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 15170.56, Accuracy = 1.00, Loss = 0.087
[2019-04-27 23:31] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 12729.30, Accuracy = 0.84, Loss = 0.228
[2019-04-27 23:31] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 15172.27, Accuracy = 0.93, Loss = 0.125
[2019-04-27 23:31] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 15036.72, Accuracy = 0.87, Loss = 0.213
[2019-04-27 23:31] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 15168.84, Accuracy = 0.87, Loss = 0.164
[2019-04-27 23:31] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 13093.14, Accuracy = 1.00, Loss = 0.088
[2019-04-27 23:31] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 15087.85, Accuracy = 0.91, Loss = 0.110
[2019-04-27 23:31] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 15166.70, Accuracy = 1.00, Loss = 0.081
[2019-04-27 23:31] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 7814.94, Accuracy = 0.77, Loss = 0.457
[2019-04-27 23:31] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 15126.53, Accuracy = 0.95, Loss = 0.110
[2019-04-27 23:31] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 14877.54, Accuracy = 0.98, Loss = 0.087
[2019-04-27 23:31] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 15144.88, Accuracy = 0.94, Loss = 0.100
[2019-04-27 23:31] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 14956.29, Accuracy = 0.84, Loss = 0.258
[2019-04-27 23:31] Train Step 1010/10000, Batch Size = 128, Examples/Sec = 12836.43, Accuracy = 1.00, Loss = 0.053
[2019-04-27 23:31] Train Step 1020/10000, Batch Size = 128, Examples/Sec = 15183.00, Accuracy = 0.91, Loss = 0.122
[2019-04-27 23:31] Train Step 1030/10000, Batch Size = 128, Examples/Sec = 12461.61, Accuracy = 0.93, Loss = 0.099
[2019-04-27 23:31] Train Step 1040/10000, Batch Size = 128, Examples/Sec = 9978.27, Accuracy = 0.88, Loss = 0.186
[2019-04-27 23:31] Train Step 1050/10000, Batch Size = 128, Examples/Sec = 12417.22, Accuracy = 0.95, Loss = 0.098
[2019-04-27 23:31] Train Step 1060/10000, Batch Size = 128, Examples/Sec = 12758.64, Accuracy = 0.91, Loss = 0.121
[2019-04-27 23:31] Train Step 1070/10000, Batch Size = 128, Examples/Sec = 15120.14, Accuracy = 0.81, Loss = 0.268
[2019-04-27 23:31] Train Step 1080/10000, Batch Size = 128, Examples/Sec = 15032.93, Accuracy = 0.71, Loss = 0.628
[2019-04-27 23:31] Train Step 1090/10000, Batch Size = 128, Examples/Sec = 12704.30, Accuracy = 0.90, Loss = 0.127
[2019-04-27 23:31] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 15010.65, Accuracy = 0.95, Loss = 0.087
[2019-04-27 23:31] Train Step 1110/10000, Batch Size = 128, Examples/Sec = 15180.43, Accuracy = 0.91, Loss = 0.129
[2019-04-27 23:31] Train Step 1120/10000, Batch Size = 128, Examples/Sec = 15094.21, Accuracy = 1.00, Loss = 0.049
[2019-04-27 23:31] Train Step 1130/10000, Batch Size = 128, Examples/Sec = 15116.31, Accuracy = 0.91, Loss = 0.156
