Sentence length: 5
[2019-04-30 15:39] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 906.75, Accuracy = 0.08, Loss = 2.303
[2019-04-30 15:42] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 2563.95, Accuracy = 0.09, Loss = 2.302
[2019-04-30 15:42] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 2565.78, Accuracy = 0.11, Loss = 2.301
[2019-04-30 15:42] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 2558.16, Accuracy = 0.16, Loss = 2.086
[2019-04-30 15:42] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 2549.15, Accuracy = 0.15, Loss = 1.796
[2019-04-30 15:42] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 2539.95, Accuracy = 0.55, Loss = 1.240
[2019-04-30 15:43] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 2543.48, Accuracy = 0.44, Loss = 1.052
[2019-04-30 15:43] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 2546.16, Accuracy = 0.52, Loss = 0.831
[2019-04-30 15:43] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 2545.45, Accuracy = 0.59, Loss = 0.707
[2019-04-30 15:43] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 2541.27, Accuracy = 0.66, Loss = 0.611
[2019-04-30 15:43] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 2540.16, Accuracy = 0.75, Loss = 0.456
[2019-04-30 15:43] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 2549.61, Accuracy = 0.77, Loss = 0.377
[2019-04-30 15:43] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 2550.25, Accuracy = 0.81, Loss = 0.289
[2019-04-30 15:43] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 2537.23, Accuracy = 0.82, Loss = 0.272
[2019-04-30 15:43] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 2544.18, Accuracy = 0.99, Loss = 0.099
[2019-04-30 15:43] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 2550.98, Accuracy = 0.95, Loss = 0.115
[2019-04-30 15:43] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 2551.83, Accuracy = 0.98, Loss = 0.078
[2019-04-30 15:44] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 2547.43, Accuracy = 0.99, Loss = 0.053
Done training.
Sentence length: 9
[2019-04-30 15:44] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 2293.59, Accuracy = 0.09, Loss = 2.302
[2019-04-30 15:44] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 2312.48, Accuracy = 0.12, Loss = 2.302
[2019-04-30 15:44] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 2311.00, Accuracy = 0.05, Loss = 2.304
[2019-04-30 15:44] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 2310.32, Accuracy = 0.05, Loss = 2.303
[2019-04-30 15:44] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 2314.15, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:44] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 2296.35, Accuracy = 0.10, Loss = 2.302
[2019-04-30 15:44] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 2284.79, Accuracy = 0.07, Loss = 2.303
[2019-04-30 15:44] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 2296.32, Accuracy = 0.08, Loss = 2.303
[2019-04-30 15:44] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 2292.54, Accuracy = 0.11, Loss = 2.302
[2019-04-30 15:45] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 2289.73, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:45] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 2289.68, Accuracy = 0.21, Loss = 1.776
[2019-04-30 15:45] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 2278.79, Accuracy = 0.31, Loss = 1.440
[2019-04-30 15:45] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 2279.15, Accuracy = 0.30, Loss = 1.370
[2019-04-30 15:45] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 2275.46, Accuracy = 0.54, Loss = 1.118
[2019-04-30 15:45] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 2276.44, Accuracy = 0.39, Loss = 0.923
[2019-04-30 15:45] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 2273.14, Accuracy = 0.61, Loss = 0.738
[2019-04-30 15:45] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 2279.74, Accuracy = 0.64, Loss = 0.715
[2019-04-30 15:45] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 2277.99, Accuracy = 0.61, Loss = 0.816
[2019-04-30 15:46] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 2279.00, Accuracy = 0.65, Loss = 0.563
[2019-04-30 15:46] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 2278.56, Accuracy = 0.67, Loss = 0.574
[2019-04-30 15:46] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 2247.69, Accuracy = 0.82, Loss = 0.267
[2019-04-30 15:46] Train Step 2100/10000, Batch Size = 128, Examples/Sec = 2276.03, Accuracy = 1.00, Loss = 0.065
[2019-04-30 15:46] Train Step 2200/10000, Batch Size = 128, Examples/Sec = 2275.72, Accuracy = 0.91, Loss = 0.144
[2019-04-30 15:46] Train Step 2300/10000, Batch Size = 128, Examples/Sec = 2276.61, Accuracy = 0.95, Loss = 0.134
[2019-04-30 15:46] Train Step 2400/10000, Batch Size = 128, Examples/Sec = 2278.58, Accuracy = 0.98, Loss = 0.074
Done training.
Sentence length: 10
[2019-04-30 15:46] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 2078.56, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:46] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 2091.43, Accuracy = 0.12, Loss = 2.303
[2019-04-30 15:46] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 2092.40, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:47] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 2091.06, Accuracy = 0.11, Loss = 2.303
[2019-04-30 15:47] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 2082.44, Accuracy = 0.10, Loss = 2.303
[2019-04-30 15:47] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 2088.43, Accuracy = 0.08, Loss = 2.301
[2019-04-30 15:47] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 2087.90, Accuracy = 0.10, Loss = 2.301
[2019-04-30 15:47] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 2069.35, Accuracy = 0.05, Loss = 2.302
[2019-04-30 15:47] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 2073.46, Accuracy = 0.09, Loss = 2.306
[2019-04-30 15:47] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 1948.02, Accuracy = 0.09, Loss = 2.304
[2019-04-30 15:47] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 2074.52, Accuracy = 0.07, Loss = 2.304
[2019-04-30 15:47] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 2068.99, Accuracy = 0.06, Loss = 2.301
[2019-04-30 15:48] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 2075.39, Accuracy = 0.12, Loss = 2.303
[2019-04-30 15:48] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 2076.65, Accuracy = 0.12, Loss = 2.302
[2019-04-30 15:48] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 2074.69, Accuracy = 0.11, Loss = 2.301
[2019-04-30 15:48] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 2075.51, Accuracy = 0.11, Loss = 2.302
[2019-04-30 15:48] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 2077.71, Accuracy = 0.07, Loss = 2.304
[2019-04-30 15:48] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 2074.00, Accuracy = 0.12, Loss = 2.302
[2019-04-30 15:48] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 2080.22, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:48] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 2074.49, Accuracy = 0.11, Loss = 2.303
[2019-04-30 15:49] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 2072.68, Accuracy = 0.13, Loss = 2.303
[2019-04-30 15:49] Train Step 2100/10000, Batch Size = 128, Examples/Sec = 2064.29, Accuracy = 0.08, Loss = 2.304
[2019-04-30 15:49] Train Step 2200/10000, Batch Size = 128, Examples/Sec = 2041.99, Accuracy = 0.09, Loss = 2.304
[2019-04-30 15:49] Train Step 2300/10000, Batch Size = 128, Examples/Sec = 2050.69, Accuracy = 0.12, Loss = 2.302
[2019-04-30 15:49] Train Step 2400/10000, Batch Size = 128, Examples/Sec = 2067.08, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:49] Train Step 2500/10000, Batch Size = 128, Examples/Sec = 2073.98, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:49] Train Step 2600/10000, Batch Size = 128, Examples/Sec = 2059.94, Accuracy = 0.08, Loss = 2.302
[2019-04-30 15:49] Train Step 2700/10000, Batch Size = 128, Examples/Sec = 2071.26, Accuracy = 0.15, Loss = 2.300
[2019-04-30 15:49] Train Step 2800/10000, Batch Size = 128, Examples/Sec = 2067.72, Accuracy = 0.11, Loss = 2.303
[2019-04-30 15:50] Train Step 2900/10000, Batch Size = 128, Examples/Sec = 2065.91, Accuracy = 0.14, Loss = 2.301
[2019-04-30 15:50] Train Step 3000/10000, Batch Size = 128, Examples/Sec = 2067.71, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:50] Train Step 3100/10000, Batch Size = 128, Examples/Sec = 2071.51, Accuracy = 0.04, Loss = 2.305
[2019-04-30 15:50] Train Step 3200/10000, Batch Size = 128, Examples/Sec = 2060.13, Accuracy = 0.10, Loss = 2.304
[2019-04-30 15:50] Train Step 3300/10000, Batch Size = 128, Examples/Sec = 2057.91, Accuracy = 0.07, Loss = 2.303
[2019-04-30 15:50] Train Step 3400/10000, Batch Size = 128, Examples/Sec = 2072.76, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:50] Train Step 3500/10000, Batch Size = 128, Examples/Sec = 2072.85, Accuracy = 0.09, Loss = 2.302
[2019-04-30 15:50] Train Step 3600/10000, Batch Size = 128, Examples/Sec = 2073.07, Accuracy = 0.08, Loss = 2.301
[2019-04-30 15:51] Train Step 3700/10000, Batch Size = 128, Examples/Sec = 2075.21, Accuracy = 0.11, Loss = 2.301
[2019-04-30 15:51] Train Step 3800/10000, Batch Size = 128, Examples/Sec = 2073.55, Accuracy = 0.12, Loss = 2.301
[2019-04-30 15:51] Train Step 3900/10000, Batch Size = 128, Examples/Sec = 2073.45, Accuracy = 0.12, Loss = 2.302
[2019-04-30 15:51] Train Step 4000/10000, Batch Size = 128, Examples/Sec = 2076.09, Accuracy = 0.13, Loss = 2.303
[2019-04-30 15:51] Train Step 4100/10000, Batch Size = 128, Examples/Sec = 2075.98, Accuracy = 0.12, Loss = 2.302
[2019-04-30 15:51] Train Step 4200/10000, Batch Size = 128, Examples/Sec = 2074.56, Accuracy = 0.07, Loss = 2.303
[2019-04-30 15:51] Train Step 4300/10000, Batch Size = 128, Examples/Sec = 2070.66, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:51] Train Step 4400/10000, Batch Size = 128, Examples/Sec = 2075.45, Accuracy = 0.05, Loss = 2.304
[2019-04-30 15:51] Train Step 4500/10000, Batch Size = 128, Examples/Sec = 2075.33, Accuracy = 0.06, Loss = 2.304
[2019-04-30 15:52] Train Step 4600/10000, Batch Size = 128, Examples/Sec = 2071.52, Accuracy = 0.06, Loss = 2.302
[2019-04-30 15:52] Train Step 4700/10000, Batch Size = 128, Examples/Sec = 2069.33, Accuracy = 0.14, Loss = 2.300
[2019-04-30 15:52] Train Step 4800/10000, Batch Size = 128, Examples/Sec = 2069.90, Accuracy = 0.06, Loss = 2.303
[2019-04-30 15:52] Train Step 4900/10000, Batch Size = 128, Examples/Sec = 2071.20, Accuracy = 0.08, Loss = 2.302
[2019-04-30 15:52] Train Step 5000/10000, Batch Size = 128, Examples/Sec = 2078.06, Accuracy = 0.12, Loss = 2.302
[2019-04-30 15:52] Train Step 5100/10000, Batch Size = 128, Examples/Sec = 2077.68, Accuracy = 0.11, Loss = 2.302
[2019-04-30 15:52] Train Step 5200/10000, Batch Size = 128, Examples/Sec = 2074.38, Accuracy = 0.09, Loss = 2.304
[2019-04-30 15:52] Train Step 5300/10000, Batch Size = 128, Examples/Sec = 2076.54, Accuracy = 0.07, Loss = 2.303
[2019-04-30 15:53] Train Step 5400/10000, Batch Size = 128, Examples/Sec = 2072.00, Accuracy = 0.15, Loss = 2.301
[2019-04-30 15:53] Train Step 5500/10000, Batch Size = 128, Examples/Sec = 2077.71, Accuracy = 0.10, Loss = 2.302
[2019-04-30 15:53] Train Step 5600/10000, Batch Size = 128, Examples/Sec = 2072.11, Accuracy = 0.05, Loss = 2.303
[2019-04-30 15:53] Train Step 5700/10000, Batch Size = 128, Examples/Sec = 2062.14, Accuracy = 0.10, Loss = 2.302
[2019-04-30 15:53] Train Step 5800/10000, Batch Size = 128, Examples/Sec = 2057.91, Accuracy = 0.09, Loss = 2.303
[2019-04-30 15:53] Train Step 5900/10000, Batch Size = 128, Examples/Sec = 2064.71, Accuracy = 0.10, Loss = 2.303
[2019-04-30 15:53] Train Step 6000/10000, Batch Size = 128, Examples/Sec = 2058.98, Accuracy = 0.12, Loss = 2.302
[2019-04-30 15:53] Train Step 6100/10000, Batch Size = 128, Examples/Sec = 2076.15, Accuracy = 0.11, Loss = 2.303
[2019-04-30 15:53] Train Step 6200/10000, Batch Size = 128, Examples/Sec = 2070.98, Accuracy = 0.10, Loss = 2.303
[2019-04-30 15:54] Train Step 6300/10000, Batch Size = 128, Examples/Sec = 2074.23, Accuracy = 0.10, Loss = 2.302
[2019-04-30 15:54] Train Step 6400/10000, Batch Size = 128, Examples/Sec = 2072.23, Accuracy = 0.09, Loss = 2.302
[2019-04-30 15:54] Train Step 6500/10000, Batch Size = 128, Examples/Sec = 2077.43, Accuracy = 0.06, Loss = 2.303
[2019-04-30 15:54] Train Step 6600/10000, Batch Size = 128, Examples/Sec = 2072.24, Accuracy = 0.15, Loss = 2.301
[2019-04-30 15:54] Train Step 6700/10000, Batch Size = 128, Examples/Sec = 2072.66, Accuracy = 0.09, Loss = 2.301
[2019-04-30 15:54] Train Step 6800/10000, Batch Size = 128, Examples/Sec = 2080.52, Accuracy = 0.16, Loss = 2.300
[2019-04-30 15:54] Train Step 6900/10000, Batch Size = 128, Examples/Sec = 2059.31, Accuracy = 0.10, Loss = 2.301
[2019-04-30 15:54] Train Step 7000/10000, Batch Size = 128, Examples/Sec = 2074.48, Accuracy = 0.12, Loss = 2.303
[2019-04-30 15:55] Train Step 7100/10000, Batch Size = 128, Examples/Sec = 2074.41, Accuracy = 0.14, Loss = 2.302
[2019-04-30 15:55] Train Step 7200/10000, Batch Size = 128, Examples/Sec = 2076.42, Accuracy = 0.08, Loss = 2.304
[2019-04-30 15:55] Train Step 7300/10000, Batch Size = 128, Examples/Sec = 2076.58, Accuracy = 0.11, Loss = 2.305
[2019-04-30 15:55] Train Step 7400/10000, Batch Size = 128, Examples/Sec = 2068.37, Accuracy = 0.12, Loss = 2.301
[2019-04-30 15:55] Train Step 7500/10000, Batch Size = 128, Examples/Sec = 2075.65, Accuracy = 0.09, Loss = 2.304
[2019-04-30 15:55] Train Step 7600/10000, Batch Size = 128, Examples/Sec = 2079.65, Accuracy = 0.09, Loss = 2.301
[2019-04-30 15:55] Train Step 7700/10000, Batch Size = 128, Examples/Sec = 2072.38, Accuracy = 0.13, Loss = 2.305
[2019-04-30 15:55] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 2078.88, Accuracy = 0.13, Loss = 2.301
[2019-04-30 15:55] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 2073.29, Accuracy = 0.14, Loss = 2.302
[2019-04-30 15:56] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 2074.44, Accuracy = 0.09, Loss = 2.302
[2019-04-30 15:56] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 2071.58, Accuracy = 0.12, Loss = 2.302
[2019-04-30 15:56] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 2073.58, Accuracy = 0.18, Loss = 2.301
[2019-04-30 15:56] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 2074.97, Accuracy = 0.27, Loss = 1.803
[2019-04-30 15:56] Train Step 8400/10000, Batch Size = 128, Examples/Sec = 2063.78, Accuracy = 0.83, Loss = 0.579
[2019-04-30 15:56] Train Step 8500/10000, Batch Size = 128, Examples/Sec = 2047.51, Accuracy = 0.95, Loss = 0.314
Done training.
Sentence length: 11
[2019-04-30 15:56] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 1861.53, Accuracy = 0.10, Loss = 2.303
[2019-04-30 15:56] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 1909.93, Accuracy = 0.08, Loss = 2.304
[2019-04-30 15:57] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 1910.63, Accuracy = 0.09, Loss = 2.302
[2019-04-30 15:57] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 1909.93, Accuracy = 0.09, Loss = 2.302
[2019-04-30 15:57] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 1908.58, Accuracy = 0.14, Loss = 2.302
[2019-04-30 15:57] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 1899.90, Accuracy = 0.04, Loss = 2.305
[2019-04-30 15:57] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 1908.49, Accuracy = 0.09, Loss = 2.302
[2019-04-30 15:57] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 1901.10, Accuracy = 0.08, Loss = 2.303
[2019-04-30 15:57] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 1904.48, Accuracy = 0.12, Loss = 2.301
[2019-04-30 15:57] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 1908.82, Accuracy = 0.15, Loss = 2.301
[2019-04-30 15:58] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 1912.14, Accuracy = 0.12, Loss = 2.302
[2019-04-30 15:58] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 1911.34, Accuracy = 0.14, Loss = 2.299
[2019-04-30 15:58] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 1912.40, Accuracy = 0.09, Loss = 2.304
[2019-04-30 15:58] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 1909.96, Accuracy = 0.12, Loss = 2.303
[2019-04-30 15:58] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 1909.37, Accuracy = 0.09, Loss = 2.305
[2019-04-30 15:58] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 1908.58, Accuracy = 0.05, Loss = 2.305
[2019-04-30 15:58] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 1910.74, Accuracy = 0.09, Loss = 2.302
[2019-04-30 15:58] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 1912.03, Accuracy = 0.08, Loss = 2.303
[2019-04-30 15:59] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 1909.44, Accuracy = 0.05, Loss = 2.305
[2019-04-30 15:59] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 1911.09, Accuracy = 0.08, Loss = 2.304
[2019-04-30 15:59] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 1905.91, Accuracy = 0.12, Loss = 2.303
[2019-04-30 15:59] Train Step 2100/10000, Batch Size = 128, Examples/Sec = 1904.74, Accuracy = 0.05, Loss = 2.304
[2019-04-30 15:59] Train Step 2200/10000, Batch Size = 128, Examples/Sec = 1909.39, Accuracy = 0.08, Loss = 2.304
[2019-04-30 15:59] Train Step 2300/10000, Batch Size = 128, Examples/Sec = 1906.78, Accuracy = 0.10, Loss = 2.303
[2019-04-30 15:59] Train Step 2400/10000, Batch Size = 128, Examples/Sec = 1910.91, Accuracy = 0.11, Loss = 2.303
[2019-04-30 15:59] Train Step 2500/10000, Batch Size = 128, Examples/Sec = 1908.13, Accuracy = 0.07, Loss = 2.304
[2019-04-30 16:00] Train Step 2600/10000, Batch Size = 128, Examples/Sec = 1908.25, Accuracy = 0.08, Loss = 2.303
[2019-04-30 16:00] Train Step 2700/10000, Batch Size = 128, Examples/Sec = 1908.62, Accuracy = 0.09, Loss = 2.302
[2019-04-30 16:00] Train Step 2800/10000, Batch Size = 128, Examples/Sec = 1910.32, Accuracy = 0.14, Loss = 2.301
[2019-04-30 16:00] Train Step 2900/10000, Batch Size = 128, Examples/Sec = 1906.59, Accuracy = 0.12, Loss = 2.301
[2019-04-30 16:00] Train Step 3000/10000, Batch Size = 128, Examples/Sec = 1907.81, Accuracy = 0.09, Loss = 2.304
[2019-04-30 16:00] Train Step 3100/10000, Batch Size = 128, Examples/Sec = 1891.88, Accuracy = 0.09, Loss = 2.303
[2019-04-30 16:00] Train Step 3200/10000, Batch Size = 128, Examples/Sec = 1898.34, Accuracy = 0.11, Loss = 2.303
[2019-04-30 16:00] Train Step 3300/10000, Batch Size = 128, Examples/Sec = 1884.41, Accuracy = 0.12, Loss = 2.301
[2019-04-30 16:01] Train Step 3400/10000, Batch Size = 128, Examples/Sec = 1894.24, Accuracy = 0.10, Loss = 2.302
[2019-04-30 16:01] Train Step 3500/10000, Batch Size = 128, Examples/Sec = 1895.14, Accuracy = 0.09, Loss = 2.303
[2019-04-30 16:01] Train Step 3600/10000, Batch Size = 128, Examples/Sec = 1897.50, Accuracy = 0.12, Loss = 2.301
[2019-04-30 16:01] Train Step 3700/10000, Batch Size = 128, Examples/Sec = 1895.22, Accuracy = 0.10, Loss = 2.302
[2019-04-30 16:01] Train Step 3800/10000, Batch Size = 128, Examples/Sec = 1895.36, Accuracy = 0.16, Loss = 2.300
[2019-04-30 16:01] Train Step 3900/10000, Batch Size = 128, Examples/Sec = 1896.47, Accuracy = 0.09, Loss = 2.302
[2019-04-30 16:01] Train Step 4000/10000, Batch Size = 128, Examples/Sec = 1893.06, Accuracy = 0.13, Loss = 2.302
[2019-04-30 16:01] Train Step 4100/10000, Batch Size = 128, Examples/Sec = 1893.86, Accuracy = 0.06, Loss = 2.305
