Sentence length: 5
[2019-04-28 02:04] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 714.24, Accuracy = 0.12, Loss = 2.301
[2019-04-28 02:06] Train Step 5800/10000, Batch Size = 128, Examples/Sec = 12396.29, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 5900/10000, Batch Size = 128, Examples/Sec = 13134.78, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 6000/10000, Batch Size = 128, Examples/Sec = 8218.71, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 6100/10000, Batch Size = 128, Examples/Sec = 12614.74, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 6200/10000, Batch Size = 128, Examples/Sec = 12615.63, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 6300/10000, Batch Size = 128, Examples/Sec = 12310.16, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 6400/10000, Batch Size = 128, Examples/Sec = 12075.37, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 6500/10000, Batch Size = 128, Examples/Sec = 12895.94, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 6600/10000, Batch Size = 128, Examples/Sec = 7024.07, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 6700/10000, Batch Size = 128, Examples/Sec = 12315.25, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 6800/10000, Batch Size = 128, Examples/Sec = 12801.23, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 6900/10000, Batch Size = 128, Examples/Sec = 12455.82, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 7000/10000, Batch Size = 128, Examples/Sec = 12782.03, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 7100/10000, Batch Size = 128, Examples/Sec = 12703.40, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 7200/10000, Batch Size = 128, Examples/Sec = 12241.68, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 7300/10000, Batch Size = 128, Examples/Sec = 12631.37, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 7400/10000, Batch Size = 128, Examples/Sec = 13039.71, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 7500/10000, Batch Size = 128, Examples/Sec = 12734.43, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 7600/10000, Batch Size = 128, Examples/Sec = 12789.95, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:06] Train Step 7700/10000, Batch Size = 128, Examples/Sec = 12553.10, Accuracy = 0.23, Loss = 2.843
[2019-04-28 02:06] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 13419.42, Accuracy = 0.66, Loss = 0.670
[2019-04-28 02:06] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 12509.52, Accuracy = 1.00, Loss = 0.278
[2019-04-28 02:06] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 11703.93, Accuracy = 1.00, Loss = 0.097
[2019-04-28 02:06] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 12890.37, Accuracy = 1.00, Loss = 0.010
[2019-04-28 02:07] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 9673.35, Accuracy = 1.00, Loss = 0.003
[2019-04-28 02:07] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 13398.33, Accuracy = 1.00, Loss = 0.001
[2019-04-28 02:07] Train Step 8400/10000, Batch Size = 128, Examples/Sec = 12284.53, Accuracy = 1.00, Loss = 0.001
[2019-04-28 02:07] Train Step 8500/10000, Batch Size = 128, Examples/Sec = 11981.32, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 8600/10000, Batch Size = 128, Examples/Sec = 12994.58, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 8700/10000, Batch Size = 128, Examples/Sec = 11996.04, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 8800/10000, Batch Size = 128, Examples/Sec = 13035.59, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 8900/10000, Batch Size = 128, Examples/Sec = 12662.35, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 9000/10000, Batch Size = 128, Examples/Sec = 11983.46, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 9100/10000, Batch Size = 128, Examples/Sec = 12053.41, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 9200/10000, Batch Size = 128, Examples/Sec = 11824.05, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 12357.77, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 12792.08, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 12646.24, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 12495.54, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 12383.42, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 9800/10000, Batch Size = 128, Examples/Sec = 13675.45, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 9900/10000, Batch Size = 128, Examples/Sec = 12054.76, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:07] Train Step 10000/10000, Batch Size = 128, Examples/Sec = 12822.64, Accuracy = 1.00, Loss = 0.000
Done training.
Sentence length: 6
[2019-04-28 02:07] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 11262.47, Accuracy = 0.05, Loss = 2.303
[2019-04-28 02:07] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 11386.45, Accuracy = 0.35, Loss = 1.388
[2019-04-28 02:07] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 11342.66, Accuracy = 0.34, Loss = 1.263
[2019-04-28 02:07] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 10319.68, Accuracy = 0.52, Loss = 0.938
[2019-04-28 02:07] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 11104.99, Accuracy = 0.35, Loss = 1.126
[2019-04-28 02:07] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 10301.26, Accuracy = 0.52, Loss = 0.884
[2019-04-28 02:07] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 11247.61, Accuracy = 0.57, Loss = 0.798
[2019-04-28 02:07] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 10336.96, Accuracy = 0.67, Loss = 0.558
[2019-04-28 02:07] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 10483.51, Accuracy = 0.70, Loss = 0.553
[2019-04-28 02:07] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 10284.69, Accuracy = 0.73, Loss = 0.553
[2019-04-28 02:07] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 10725.62, Accuracy = 0.93, Loss = 0.181
[2019-04-28 02:07] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 10421.04, Accuracy = 0.89, Loss = 0.235
[2019-04-28 02:07] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 10568.12, Accuracy = 0.97, Loss = 0.104
[2019-04-28 02:07] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 10015.13, Accuracy = 0.97, Loss = 0.119
[2019-04-28 02:07] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 10507.51, Accuracy = 1.00, Loss = 0.027
[2019-04-28 02:07] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 10121.62, Accuracy = 0.76, Loss = 0.568
[2019-04-28 02:07] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 10347.12, Accuracy = 1.00, Loss = 0.003
[2019-04-28 02:07] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 11018.39, Accuracy = 0.91, Loss = 0.283
[2019-04-28 02:07] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 10924.89, Accuracy = 0.95, Loss = 0.111
[2019-04-28 02:08] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 10898.28, Accuracy = 1.00, Loss = 0.001
[2019-04-28 02:08] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 10902.70, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 2100/10000, Batch Size = 128, Examples/Sec = 10950.74, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 2200/10000, Batch Size = 128, Examples/Sec = 10567.28, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 2300/10000, Batch Size = 128, Examples/Sec = 11482.40, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 2400/10000, Batch Size = 128, Examples/Sec = 10782.49, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 2500/10000, Batch Size = 128, Examples/Sec = 10667.02, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 2600/10000, Batch Size = 128, Examples/Sec = 10772.97, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 2700/10000, Batch Size = 128, Examples/Sec = 10893.63, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 2800/10000, Batch Size = 128, Examples/Sec = 10973.35, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 2900/10000, Batch Size = 128, Examples/Sec = 10225.72, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 3000/10000, Batch Size = 128, Examples/Sec = 10860.80, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 3100/10000, Batch Size = 128, Examples/Sec = 10726.48, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 3200/10000, Batch Size = 128, Examples/Sec = 10750.53, Accuracy = 0.24, Loss = 6.770
[2019-04-28 02:08] Train Step 3300/10000, Batch Size = 128, Examples/Sec = 10323.45, Accuracy = 0.64, Loss = 0.889
[2019-04-28 02:08] Train Step 3400/10000, Batch Size = 128, Examples/Sec = 7799.05, Accuracy = 0.92, Loss = 0.312
[2019-04-28 02:08] Train Step 3500/10000, Batch Size = 128, Examples/Sec = 10887.01, Accuracy = 0.98, Loss = 0.188
[2019-04-28 02:08] Train Step 3600/10000, Batch Size = 128, Examples/Sec = 10940.03, Accuracy = 1.00, Loss = 0.035
[2019-04-28 02:08] Train Step 3700/10000, Batch Size = 128, Examples/Sec = 10440.69, Accuracy = 1.00, Loss = 0.005
[2019-04-28 02:08] Train Step 3800/10000, Batch Size = 128, Examples/Sec = 11189.94, Accuracy = 1.00, Loss = 0.002
[2019-04-28 02:08] Train Step 3900/10000, Batch Size = 128, Examples/Sec = 10303.83, Accuracy = 1.00, Loss = 0.001
[2019-04-28 02:08] Train Step 4000/10000, Batch Size = 128, Examples/Sec = 10222.61, Accuracy = 1.00, Loss = 0.001
[2019-04-28 02:08] Train Step 4100/10000, Batch Size = 128, Examples/Sec = 10708.29, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 4200/10000, Batch Size = 128, Examples/Sec = 11199.98, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 4300/10000, Batch Size = 128, Examples/Sec = 10996.50, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 4400/10000, Batch Size = 128, Examples/Sec = 10764.76, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 4500/10000, Batch Size = 128, Examples/Sec = 9930.65, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 4600/10000, Batch Size = 128, Examples/Sec = 10573.11, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 4700/10000, Batch Size = 128, Examples/Sec = 10953.42, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 4800/10000, Batch Size = 128, Examples/Sec = 10909.79, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 4900/10000, Batch Size = 128, Examples/Sec = 10243.09, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 5000/10000, Batch Size = 128, Examples/Sec = 10726.91, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 5100/10000, Batch Size = 128, Examples/Sec = 10492.11, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:08] Train Step 5200/10000, Batch Size = 128, Examples/Sec = 10984.12, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 5300/10000, Batch Size = 128, Examples/Sec = 10894.30, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 5400/10000, Batch Size = 128, Examples/Sec = 10001.69, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 5500/10000, Batch Size = 128, Examples/Sec = 10610.73, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 5600/10000, Batch Size = 128, Examples/Sec = 10500.73, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 5700/10000, Batch Size = 128, Examples/Sec = 10690.38, Accuracy = 0.72, Loss = 0.652
[2019-04-28 02:09] Train Step 5800/10000, Batch Size = 128, Examples/Sec = 10141.89, Accuracy = 0.90, Loss = 0.299
[2019-04-28 02:09] Train Step 5900/10000, Batch Size = 128, Examples/Sec = 10756.56, Accuracy = 1.00, Loss = 0.002
[2019-04-28 02:09] Train Step 6000/10000, Batch Size = 128, Examples/Sec = 10831.65, Accuracy = 1.00, Loss = 0.001
[2019-04-28 02:09] Train Step 6100/10000, Batch Size = 128, Examples/Sec = 11068.59, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 6200/10000, Batch Size = 128, Examples/Sec = 10533.28, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 6300/10000, Batch Size = 128, Examples/Sec = 10752.47, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 6400/10000, Batch Size = 128, Examples/Sec = 10395.01, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 6500/10000, Batch Size = 128, Examples/Sec = 8272.79, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 6600/10000, Batch Size = 128, Examples/Sec = 10953.42, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 6700/10000, Batch Size = 128, Examples/Sec = 10980.53, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 6800/10000, Batch Size = 128, Examples/Sec = 10618.07, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 6900/10000, Batch Size = 128, Examples/Sec = 10836.68, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 7000/10000, Batch Size = 128, Examples/Sec = 11088.71, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 7100/10000, Batch Size = 128, Examples/Sec = 10814.20, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 7200/10000, Batch Size = 128, Examples/Sec = 10363.30, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 7300/10000, Batch Size = 128, Examples/Sec = 10410.33, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 7400/10000, Batch Size = 128, Examples/Sec = 3544.80, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 7500/10000, Batch Size = 128, Examples/Sec = 10788.99, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 7600/10000, Batch Size = 128, Examples/Sec = 10667.23, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 7700/10000, Batch Size = 128, Examples/Sec = 10682.72, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:09] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 11195.77, Accuracy = 0.74, Loss = 0.965
[2019-04-28 02:09] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 8440.44, Accuracy = 0.95, Loss = 0.403
[2019-04-28 02:09] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 11152.28, Accuracy = 0.91, Loss = 0.210
[2019-04-28 02:09] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 10668.29, Accuracy = 0.77, Loss = 0.345
[2019-04-28 02:09] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 10474.30, Accuracy = 1.00, Loss = 0.022
[2019-04-28 02:09] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 10230.20, Accuracy = 1.00, Loss = 0.003
[2019-04-28 02:09] Train Step 8400/10000, Batch Size = 128, Examples/Sec = 10511.01, Accuracy = 1.00, Loss = 0.002
[2019-04-28 02:09] Train Step 8500/10000, Batch Size = 128, Examples/Sec = 10670.62, Accuracy = 1.00, Loss = 0.001
[2019-04-28 02:09] Train Step 8600/10000, Batch Size = 128, Examples/Sec = 11001.23, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 8700/10000, Batch Size = 128, Examples/Sec = 10484.53, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 8800/10000, Batch Size = 128, Examples/Sec = 9118.83, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 8900/10000, Batch Size = 128, Examples/Sec = 10916.23, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 9000/10000, Batch Size = 128, Examples/Sec = 10965.95, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 9100/10000, Batch Size = 128, Examples/Sec = 10527.50, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 9200/10000, Batch Size = 128, Examples/Sec = 10759.15, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 10461.85, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 10443.33, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 10424.88, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 11195.54, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 10254.63, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 9800/10000, Batch Size = 128, Examples/Sec = 10466.34, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 9900/10000, Batch Size = 128, Examples/Sec = 10661.30, Accuracy = 1.00, Loss = 0.000
[2019-04-28 02:10] Train Step 10000/10000, Batch Size = 128, Examples/Sec = 9868.77, Accuracy = 1.00, Loss = 0.000
Done training.
Sentence length: 7
[2019-04-28 02:10] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 7993.55, Accuracy = 0.08, Loss = 2.305
[2019-04-28 02:10] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 9793.34, Accuracy = 0.30, Loss = 1.479
[2019-04-28 02:10] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 10007.10, Accuracy = 0.55, Loss = 1.049
[2019-04-28 02:10] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 9951.82, Accuracy = 0.47, Loss = 1.044
[2019-04-28 02:10] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 10233.32, Accuracy = 0.52, Loss = 0.911
[2019-04-28 02:10] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 10051.32, Accuracy = 0.56, Loss = 0.726
[2019-04-28 02:10] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 9329.42, Accuracy = 0.62, Loss = 0.597
[2019-04-28 02:10] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 9314.69, Accuracy = 0.61, Loss = 0.750
