Sentence length: 5
[2019-05-01 18:22] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 1388.63, Accuracy = 0.09, Loss = 2.303
[2019-05-01 18:25] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 10229.42, Accuracy = 0.94, Loss = 0.176
[2019-05-01 18:25] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 10287.05, Accuracy = 1.00, Loss = 0.028
Done training.
Sentence length: 11
[2019-05-01 18:25] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 9445.97, Accuracy = 0.11, Loss = 2.303
[2019-05-01 18:25] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 9641.56, Accuracy = 0.20, Loss = 1.815
[2019-05-01 18:25] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 9622.55, Accuracy = 0.52, Loss = 1.095
[2019-05-01 18:25] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 9598.29, Accuracy = 0.70, Loss = 0.764
[2019-05-01 18:25] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 9603.27, Accuracy = 0.66, Loss = 0.706
[2019-05-01 18:25] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 9575.01, Accuracy = 0.79, Loss = 0.616
[2019-05-01 18:25] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 9547.43, Accuracy = 0.74, Loss = 0.400
[2019-05-01 18:25] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 9542.17, Accuracy = 0.93, Loss = 0.245
[2019-05-01 18:25] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 9535.22, Accuracy = 0.83, Loss = 0.340
[2019-05-01 18:25] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 9500.46, Accuracy = 0.94, Loss = 0.183
[2019-05-01 18:25] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 9535.39, Accuracy = 0.97, Loss = 0.183
[2019-05-01 18:25] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 9534.54, Accuracy = 0.83, Loss = 0.287
[2019-05-01 18:25] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 9321.00, Accuracy = 0.83, Loss = 0.328
[2019-05-01 18:25] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 9553.03, Accuracy = 0.86, Loss = 0.196
[2019-05-01 18:25] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 9509.04, Accuracy = 0.51, Loss = 1.425
[2019-05-01 18:25] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 9588.52, Accuracy = 1.00, Loss = 0.030
[2019-05-01 18:25] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 9594.35, Accuracy = 1.00, Loss = 0.054
[2019-05-01 18:25] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 9523.72, Accuracy = 0.43, Loss = 2.300
[2019-05-01 18:26] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 9534.88, Accuracy = 0.74, Loss = 0.595
[2019-05-01 18:26] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 9575.87, Accuracy = 1.00, Loss = 0.017
Done training.
Sentence length: 12
[2019-05-01 18:26] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 8744.68, Accuracy = 0.10, Loss = 2.302
[2019-05-01 18:26] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 8774.69, Accuracy = 0.23, Loss = 1.752
[2019-05-01 18:26] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 8925.39, Accuracy = 0.22, Loss = 1.654
[2019-05-01 18:26] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 8937.42, Accuracy = 0.25, Loss = 1.730
[2019-05-01 18:26] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 8939.36, Accuracy = 0.24, Loss = 1.662
[2019-05-01 18:26] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 8915.16, Accuracy = 0.28, Loss = 1.717
[2019-05-01 18:26] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 8858.82, Accuracy = 0.20, Loss = 1.765
[2019-05-01 18:26] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 8905.40, Accuracy = 0.09, Loss = 2.310
[2019-05-01 18:26] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 8921.38, Accuracy = 0.09, Loss = 2.301
[2019-05-01 18:26] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 8896.99, Accuracy = 0.09, Loss = 2.316
[2019-05-01 18:26] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 8795.25, Accuracy = 0.09, Loss = 2.313
[2019-05-01 18:26] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 8751.24, Accuracy = 0.07, Loss = 2.324
[2019-05-01 18:26] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 8760.23, Accuracy = 0.09, Loss = 2.318
[2019-05-01 18:26] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 8771.11, Accuracy = 0.08, Loss = 2.333
[2019-05-01 18:26] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 8746.39, Accuracy = 0.09, Loss = 2.301
[2019-05-01 18:26] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 8763.09, Accuracy = 0.09, Loss = 2.302
[2019-05-01 18:26] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 8746.11, Accuracy = 0.06, Loss = 2.321
[2019-05-01 18:26] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 8777.56, Accuracy = 0.09, Loss = 2.306
[2019-05-01 18:26] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 8723.93, Accuracy = 0.05, Loss = 2.312
[2019-05-01 18:26] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 8742.26, Accuracy = 0.12, Loss = 2.299
[2019-05-01 18:26] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 8755.38, Accuracy = 0.13, Loss = 2.302
[2019-05-01 18:26] Train Step 2100/10000, Batch Size = 128, Examples/Sec = 8781.15, Accuracy = 0.12, Loss = 2.301
[2019-05-01 18:26] Train Step 2200/10000, Batch Size = 128, Examples/Sec = 8762.38, Accuracy = 0.09, Loss = 2.330
[2019-05-01 18:26] Train Step 2300/10000, Batch Size = 128, Examples/Sec = 8774.84, Accuracy = 0.05, Loss = 2.325
[2019-05-01 18:26] Train Step 2400/10000, Batch Size = 128, Examples/Sec = 8741.12, Accuracy = 0.05, Loss = 2.310
[2019-05-01 18:27] Train Step 2500/10000, Batch Size = 128, Examples/Sec = 8773.98, Accuracy = 0.10, Loss = 2.304
[2019-05-01 18:27] Train Step 2600/10000, Batch Size = 128, Examples/Sec = 8748.67, Accuracy = 0.14, Loss = 2.191
[2019-05-01 18:27] Train Step 2700/10000, Batch Size = 128, Examples/Sec = 8768.68, Accuracy = 0.16, Loss = 1.909
[2019-05-01 18:27] Train Step 2800/10000, Batch Size = 128, Examples/Sec = 8757.95, Accuracy = 0.11, Loss = 2.305
[2019-05-01 18:27] Train Step 2900/10000, Batch Size = 128, Examples/Sec = 8769.96, Accuracy = 0.17, Loss = 2.013
[2019-05-01 18:27] Train Step 3000/10000, Batch Size = 128, Examples/Sec = 8736.28, Accuracy = 0.05, Loss = 2.327
[2019-05-01 18:27] Train Step 3100/10000, Batch Size = 128, Examples/Sec = 8746.96, Accuracy = 0.25, Loss = 1.629
[2019-05-01 18:27] Train Step 3200/10000, Batch Size = 128, Examples/Sec = 8781.73, Accuracy = 0.06, Loss = 2.427
[2019-05-01 18:27] Train Step 3300/10000, Batch Size = 128, Examples/Sec = 8742.97, Accuracy = 0.06, Loss = 2.319
[2019-05-01 18:27] Train Step 3400/10000, Batch Size = 128, Examples/Sec = 8760.81, Accuracy = 0.09, Loss = 2.306
[2019-05-01 18:27] Train Step 3500/10000, Batch Size = 128, Examples/Sec = 8775.84, Accuracy = 0.09, Loss = 2.311
[2019-05-01 18:27] Train Step 3600/10000, Batch Size = 128, Examples/Sec = 8773.98, Accuracy = 0.11, Loss = 2.310
[2019-05-01 18:27] Train Step 3700/10000, Batch Size = 128, Examples/Sec = 8767.53, Accuracy = 0.11, Loss = 2.308
[2019-05-01 18:27] Train Step 3800/10000, Batch Size = 128, Examples/Sec = 8725.21, Accuracy = 0.09, Loss = 2.309
[2019-05-01 18:27] Train Step 3900/10000, Batch Size = 128, Examples/Sec = 8739.13, Accuracy = 0.12, Loss = 2.314
[2019-05-01 18:27] Train Step 4000/10000, Batch Size = 128, Examples/Sec = 8767.82, Accuracy = 0.12, Loss = 2.319
[2019-05-01 18:27] Train Step 4100/10000, Batch Size = 128, Examples/Sec = 8764.95, Accuracy = 0.10, Loss = 2.296
[2019-05-01 18:27] Train Step 4200/10000, Batch Size = 128, Examples/Sec = 8767.53, Accuracy = 0.12, Loss = 2.313
[2019-05-01 18:27] Train Step 4300/10000, Batch Size = 128, Examples/Sec = 8731.45, Accuracy = 0.10, Loss = 2.308
[2019-05-01 18:27] Train Step 4400/10000, Batch Size = 128, Examples/Sec = 8732.59, Accuracy = 0.07, Loss = 2.288
[2019-05-01 18:27] Train Step 4500/10000, Batch Size = 128, Examples/Sec = 8687.51, Accuracy = 0.05, Loss = 2.324
[2019-05-01 18:27] Train Step 4600/10000, Batch Size = 128, Examples/Sec = 8734.15, Accuracy = 0.13, Loss = 2.308
[2019-05-01 18:27] Train Step 4700/10000, Batch Size = 128, Examples/Sec = 8677.68, Accuracy = 0.09, Loss = 2.306
[2019-05-01 18:27] Train Step 4800/10000, Batch Size = 128, Examples/Sec = 8690.04, Accuracy = 0.15, Loss = 2.294
[2019-05-01 18:27] Train Step 4900/10000, Batch Size = 128, Examples/Sec = 8708.93, Accuracy = 0.08, Loss = 2.305
[2019-05-01 18:27] Train Step 5000/10000, Batch Size = 128, Examples/Sec = 8712.04, Accuracy = 0.10, Loss = 2.317
[2019-05-01 18:27] Train Step 5100/10000, Batch Size = 128, Examples/Sec = 8689.90, Accuracy = 0.07, Loss = 2.318
[2019-05-01 18:28] Train Step 5200/10000, Batch Size = 128, Examples/Sec = 8697.22, Accuracy = 0.05, Loss = 2.313
[2019-05-01 18:28] Train Step 5300/10000, Batch Size = 128, Examples/Sec = 8707.80, Accuracy = 0.08, Loss = 2.320
[2019-05-01 18:28] Train Step 5400/10000, Batch Size = 128, Examples/Sec = 8734.44, Accuracy = 0.09, Loss = 2.320
[2019-05-01 18:28] Train Step 5500/10000, Batch Size = 128, Examples/Sec = 8698.49, Accuracy = 0.10, Loss = 2.328
[2019-05-01 18:28] Train Step 5600/10000, Batch Size = 128, Examples/Sec = 8732.45, Accuracy = 0.06, Loss = 2.318
[2019-05-01 18:28] Train Step 5700/10000, Batch Size = 128, Examples/Sec = 8731.03, Accuracy = 0.05, Loss = 2.303
[2019-05-01 18:28] Train Step 5800/10000, Batch Size = 128, Examples/Sec = 8700.47, Accuracy = 0.06, Loss = 2.325
[2019-05-01 18:28] Train Step 5900/10000, Batch Size = 128, Examples/Sec = 8707.80, Accuracy = 0.08, Loss = 2.313
[2019-05-01 18:28] Train Step 6000/10000, Batch Size = 128, Examples/Sec = 8734.44, Accuracy = 0.30, Loss = 1.499
[2019-05-01 18:28] Train Step 6100/10000, Batch Size = 128, Examples/Sec = 8694.97, Accuracy = 0.32, Loss = 1.485
[2019-05-01 18:28] Train Step 6200/10000, Batch Size = 128, Examples/Sec = 8702.02, Accuracy = 0.39, Loss = 1.359
[2019-05-01 18:28] Train Step 6300/10000, Batch Size = 128, Examples/Sec = 8691.59, Accuracy = 0.32, Loss = 1.440
[2019-05-01 18:28] Train Step 6400/10000, Batch Size = 128, Examples/Sec = 8708.79, Accuracy = 0.20, Loss = 1.941
[2019-05-01 18:28] Train Step 6500/10000, Batch Size = 128, Examples/Sec = 8694.27, Accuracy = 0.31, Loss = 1.523
[2019-05-01 18:28] Train Step 6600/10000, Batch Size = 128, Examples/Sec = 8702.30, Accuracy = 0.24, Loss = 1.592
[2019-05-01 18:28] Train Step 6700/10000, Batch Size = 128, Examples/Sec = 8698.91, Accuracy = 0.30, Loss = 1.518
[2019-05-01 18:28] Train Step 6800/10000, Batch Size = 128, Examples/Sec = 8722.80, Accuracy = 0.36, Loss = 1.350
[2019-05-01 18:28] Train Step 6900/10000, Batch Size = 128, Examples/Sec = 8703.00, Accuracy = 0.33, Loss = 1.381
[2019-05-01 18:28] Train Step 7000/10000, Batch Size = 128, Examples/Sec = 8640.12, Accuracy = 0.26, Loss = 1.870
[2019-05-01 18:28] Train Step 7100/10000, Batch Size = 128, Examples/Sec = 8688.22, Accuracy = 0.25, Loss = 1.635
[2019-05-01 18:28] Train Step 7200/10000, Batch Size = 128, Examples/Sec = 8698.91, Accuracy = 0.23, Loss = 1.676
[2019-05-01 18:28] Train Step 7300/10000, Batch Size = 128, Examples/Sec = 8606.46, Accuracy = 0.07, Loss = 2.306
[2019-05-01 18:28] Train Step 7400/10000, Batch Size = 128, Examples/Sec = 8708.23, Accuracy = 0.08, Loss = 2.318
[2019-05-01 18:28] Train Step 7500/10000, Batch Size = 128, Examples/Sec = 8704.13, Accuracy = 0.13, Loss = 2.306
[2019-05-01 18:28] Train Step 7600/10000, Batch Size = 128, Examples/Sec = 8730.74, Accuracy = 0.09, Loss = 2.309
[2019-05-01 18:28] Train Step 7700/10000, Batch Size = 128, Examples/Sec = 8665.92, Accuracy = 0.08, Loss = 2.322
[2019-05-01 18:28] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 8634.84, Accuracy = 0.10, Loss = 2.302
[2019-05-01 18:29] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 8634.14, Accuracy = 0.09, Loss = 2.320
[2019-05-01 18:29] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 8655.86, Accuracy = 0.13, Loss = 2.304
[2019-05-01 18:29] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 8670.68, Accuracy = 0.13, Loss = 2.303
[2019-05-01 18:29] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 8648.75, Accuracy = 0.09, Loss = 2.318
[2019-05-01 18:29] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 8650.42, Accuracy = 0.12, Loss = 2.321
[2019-05-01 18:29] Train Step 8400/10000, Batch Size = 128, Examples/Sec = 8651.12, Accuracy = 0.14, Loss = 2.292
[2019-05-01 18:29] Train Step 8500/10000, Batch Size = 128, Examples/Sec = 8661.72, Accuracy = 0.07, Loss = 2.324
[2019-05-01 18:29] Train Step 8600/10000, Batch Size = 128, Examples/Sec = 8674.18, Accuracy = 0.09, Loss = 2.306
[2019-05-01 18:29] Train Step 8700/10000, Batch Size = 128, Examples/Sec = 8571.97, Accuracy = 0.11, Loss = 2.306
[2019-05-01 18:29] Train Step 8800/10000, Batch Size = 128, Examples/Sec = 8579.78, Accuracy = 0.11, Loss = 2.317
[2019-05-01 18:29] Train Step 8900/10000, Batch Size = 128, Examples/Sec = 8572.79, Accuracy = 0.09, Loss = 2.308
[2019-05-01 18:29] Train Step 9000/10000, Batch Size = 128, Examples/Sec = 8520.41, Accuracy = 0.07, Loss = 2.324
[2019-05-01 18:29] Train Step 9100/10000, Batch Size = 128, Examples/Sec = 8563.35, Accuracy = 0.12, Loss = 2.327
[2019-05-01 18:29] Train Step 9200/10000, Batch Size = 128, Examples/Sec = 8565.81, Accuracy = 0.10, Loss = 2.325
[2019-05-01 18:29] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 8584.85, Accuracy = 0.09, Loss = 2.336
[2019-05-01 18:29] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 8572.79, Accuracy = 0.10, Loss = 2.319
[2019-05-01 18:29] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 8579.78, Accuracy = 0.09, Loss = 2.326
[2019-05-01 18:29] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 8575.66, Accuracy = 0.12, Loss = 2.296
[2019-05-01 18:29] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 8549.31, Accuracy = 0.06, Loss = 2.310
[2019-05-01 18:29] Train Step 9800/10000, Batch Size = 128, Examples/Sec = 8500.71, Accuracy = 0.08, Loss = 2.333
[2019-05-01 18:29] Train Step 9900/10000, Batch Size = 128, Examples/Sec = 8450.14, Accuracy = 0.22, Loss = 1.721
