Sentence length: 5
[2019-04-28 15:54] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 4534.31, Accuracy = 0.06, Loss = 2.303
[2019-04-28 15:55] Train Step 4800/10000, Batch Size = 128, Examples/Sec = 5384.27, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:55] Train Step 4900/10000, Batch Size = 128, Examples/Sec = 15719.58, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:55] Train Step 5000/10000, Batch Size = 128, Examples/Sec = 13020.73, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:55] Train Step 5100/10000, Batch Size = 128, Examples/Sec = 18534.52, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:55] Train Step 5200/10000, Batch Size = 128, Examples/Sec = 20166.44, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:55] Train Step 5300/10000, Batch Size = 128, Examples/Sec = 11188.31, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 5400/10000, Batch Size = 128, Examples/Sec = 15529.97, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 5500/10000, Batch Size = 128, Examples/Sec = 19589.54, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 5600/10000, Batch Size = 128, Examples/Sec = 15407.84, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 5700/10000, Batch Size = 128, Examples/Sec = 11102.93, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 5800/10000, Batch Size = 128, Examples/Sec = 12868.43, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 5900/10000, Batch Size = 128, Examples/Sec = 18552.45, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 6000/10000, Batch Size = 128, Examples/Sec = 12009.46, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 6100/10000, Batch Size = 128, Examples/Sec = 19949.13, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 6200/10000, Batch Size = 128, Examples/Sec = 19899.59, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 6300/10000, Batch Size = 128, Examples/Sec = 12938.52, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 6400/10000, Batch Size = 128, Examples/Sec = 19545.32, Accuracy = 0.09, Loss = 15.324
[2019-04-28 15:56] Train Step 6500/10000, Batch Size = 128, Examples/Sec = 10676.56, Accuracy = 0.90, Loss = 0.415
[2019-04-28 15:56] Train Step 6600/10000, Batch Size = 128, Examples/Sec = 8906.58, Accuracy = 1.00, Loss = 0.064
[2019-04-28 15:56] Train Step 6700/10000, Batch Size = 128, Examples/Sec = 12932.60, Accuracy = 1.00, Loss = 0.029
[2019-04-28 15:56] Train Step 6800/10000, Batch Size = 128, Examples/Sec = 4987.00, Accuracy = 1.00, Loss = 0.014
[2019-04-28 15:56] Train Step 6900/10000, Batch Size = 128, Examples/Sec = 19680.02, Accuracy = 1.00, Loss = 0.006
[2019-04-28 15:56] Train Step 7000/10000, Batch Size = 128, Examples/Sec = 8349.73, Accuracy = 1.00, Loss = 0.004
[2019-04-28 15:56] Train Step 7100/10000, Batch Size = 128, Examples/Sec = 14083.71, Accuracy = 1.00, Loss = 0.002
[2019-04-28 15:56] Train Step 7200/10000, Batch Size = 128, Examples/Sec = 4348.58, Accuracy = 1.00, Loss = 0.002
[2019-04-28 15:56] Train Step 7300/10000, Batch Size = 128, Examples/Sec = 11087.33, Accuracy = 1.00, Loss = 0.001
[2019-04-28 15:56] Train Step 7400/10000, Batch Size = 128, Examples/Sec = 11113.27, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 7500/10000, Batch Size = 128, Examples/Sec = 15611.70, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 7600/10000, Batch Size = 128, Examples/Sec = 7798.14, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 7700/10000, Batch Size = 128, Examples/Sec = 12983.58, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 15087.85, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 18865.38, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 16867.35, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 14816.77, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 11122.48, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 12869.36, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 8400/10000, Batch Size = 128, Examples/Sec = 10750.96, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 8500/10000, Batch Size = 128, Examples/Sec = 16011.66, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 8600/10000, Batch Size = 128, Examples/Sec = 15588.59, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 8700/10000, Batch Size = 128, Examples/Sec = 12649.52, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 8800/10000, Batch Size = 128, Examples/Sec = 19838.55, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 8900/10000, Batch Size = 128, Examples/Sec = 5095.73, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:56] Train Step 9000/10000, Batch Size = 128, Examples/Sec = 19280.00, Accuracy = 0.60, Loss = 0.886
[2019-04-28 15:56] Train Step 9100/10000, Batch Size = 128, Examples/Sec = 16718.70, Accuracy = 0.78, Loss = 0.338
[2019-04-28 15:56] Train Step 9200/10000, Batch Size = 128, Examples/Sec = 11512.68, Accuracy = 1.00, Loss = 0.066
[2019-04-28 15:56] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 18896.59, Accuracy = 1.00, Loss = 0.005
[2019-04-28 15:57] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 11617.56, Accuracy = 1.00, Loss = 0.002
[2019-04-28 15:57] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 15278.49, Accuracy = 1.00, Loss = 0.001
[2019-04-28 15:57] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 10869.81, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:57] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 13198.07, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:57] Train Step 9800/10000, Batch Size = 128, Examples/Sec = 12626.31, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:57] Train Step 9900/10000, Batch Size = 128, Examples/Sec = 14691.48, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:57] Train Step 10000/10000, Batch Size = 128, Examples/Sec = 15448.19, Accuracy = 1.00, Loss = 0.000
Done training.
Sentence length: 6
[2019-04-28 15:57] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 6009.03, Accuracy = 0.15, Loss = 2.304
[2019-04-28 15:57] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 16927.45, Accuracy = 0.33, Loss = 1.429
[2019-04-28 15:57] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 16849.88, Accuracy = 0.45, Loss = 1.156
[2019-04-28 15:57] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 11453.49, Accuracy = 0.46, Loss = 0.972
[2019-04-28 15:57] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 11286.15, Accuracy = 0.70, Loss = 0.719
[2019-04-28 15:57] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 16694.27, Accuracy = 0.76, Loss = 0.574
[2019-04-28 15:57] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 14470.91, Accuracy = 0.90, Loss = 0.402
[2019-04-28 15:57] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 11464.50, Accuracy = 0.70, Loss = 0.500
[2019-04-28 15:57] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 11679.99, Accuracy = 0.88, Loss = 0.324
[2019-04-28 15:57] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 11855.64, Accuracy = 0.95, Loss = 0.199
[2019-04-28 15:57] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 13837.24, Accuracy = 0.97, Loss = 0.199
[2019-04-28 15:57] Train Step 1100/10000, Batch Size = 128, Examples/Sec = 11508.73, Accuracy = 0.71, Loss = 0.415
[2019-04-28 15:57] Train Step 1200/10000, Batch Size = 128, Examples/Sec = 13547.43, Accuracy = 0.99, Loss = 0.121
[2019-04-28 15:57] Train Step 1300/10000, Batch Size = 128, Examples/Sec = 5550.60, Accuracy = 0.86, Loss = 0.180
[2019-04-28 15:57] Train Step 1400/10000, Batch Size = 128, Examples/Sec = 16521.65, Accuracy = 0.94, Loss = 0.101
[2019-04-28 15:57] Train Step 1500/10000, Batch Size = 128, Examples/Sec = 13611.66, Accuracy = 0.95, Loss = 0.102
[2019-04-28 15:57] Train Step 1600/10000, Batch Size = 128, Examples/Sec = 17273.84, Accuracy = 1.00, Loss = 0.011
[2019-04-28 15:57] Train Step 1700/10000, Batch Size = 128, Examples/Sec = 13876.94, Accuracy = 1.00, Loss = 0.008
[2019-04-28 15:57] Train Step 1800/10000, Batch Size = 128, Examples/Sec = 11805.85, Accuracy = 1.00, Loss = 0.005
[2019-04-28 15:57] Train Step 1900/10000, Batch Size = 128, Examples/Sec = 16975.08, Accuracy = 1.00, Loss = 0.002
[2019-04-28 15:57] Train Step 2000/10000, Batch Size = 128, Examples/Sec = 17806.07, Accuracy = 1.00, Loss = 0.002
[2019-04-28 15:57] Train Step 2100/10000, Batch Size = 128, Examples/Sec = 13539.57, Accuracy = 1.00, Loss = 0.001
[2019-04-28 15:57] Train Step 2200/10000, Batch Size = 128, Examples/Sec = 11772.45, Accuracy = 1.00, Loss = 0.001
[2019-04-28 15:57] Train Step 2300/10000, Batch Size = 128, Examples/Sec = 8971.32, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:57] Train Step 2400/10000, Batch Size = 128, Examples/Sec = 16498.29, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:57] Train Step 2500/10000, Batch Size = 128, Examples/Sec = 11251.38, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:57] Train Step 2600/10000, Batch Size = 128, Examples/Sec = 13531.38, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:57] Train Step 2700/10000, Batch Size = 128, Examples/Sec = 11947.72, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:57] Train Step 2800/10000, Batch Size = 128, Examples/Sec = 17102.16, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 2900/10000, Batch Size = 128, Examples/Sec = 5242.27, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 3000/10000, Batch Size = 128, Examples/Sec = 13984.29, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 3100/10000, Batch Size = 128, Examples/Sec = 9798.52, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 3200/10000, Batch Size = 128, Examples/Sec = 4929.17, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 3300/10000, Batch Size = 128, Examples/Sec = 14267.86, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 3400/10000, Batch Size = 128, Examples/Sec = 11369.57, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 3500/10000, Batch Size = 128, Examples/Sec = 17044.06, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 3600/10000, Batch Size = 128, Examples/Sec = 9423.58, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 3700/10000, Batch Size = 128, Examples/Sec = 9175.56, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 3800/10000, Batch Size = 128, Examples/Sec = 16720.26, Accuracy = 0.55, Loss = 0.964
[2019-04-28 15:58] Train Step 3900/10000, Batch Size = 128, Examples/Sec = 16077.35, Accuracy = 0.72, Loss = 0.543
[2019-04-28 15:58] Train Step 4000/10000, Batch Size = 128, Examples/Sec = 13826.90, Accuracy = 0.85, Loss = 0.338
[2019-04-28 15:58] Train Step 4100/10000, Batch Size = 128, Examples/Sec = 16875.83, Accuracy = 0.94, Loss = 0.202
[2019-04-28 15:58] Train Step 4200/10000, Batch Size = 128, Examples/Sec = 5389.03, Accuracy = 0.94, Loss = 0.173
[2019-04-28 15:58] Train Step 4300/10000, Batch Size = 128, Examples/Sec = 13617.18, Accuracy = 1.00, Loss = 0.031
[2019-04-28 15:58] Train Step 4400/10000, Batch Size = 128, Examples/Sec = 16832.98, Accuracy = 1.00, Loss = 0.016
[2019-04-28 15:58] Train Step 4500/10000, Batch Size = 128, Examples/Sec = 11511.20, Accuracy = 1.00, Loss = 0.008
[2019-04-28 15:58] Train Step 4600/10000, Batch Size = 128, Examples/Sec = 10562.09, Accuracy = 1.00, Loss = 0.005
[2019-04-28 15:58] Train Step 4700/10000, Batch Size = 128, Examples/Sec = 11972.23, Accuracy = 1.00, Loss = 0.003
[2019-04-28 15:58] Train Step 4800/10000, Batch Size = 128, Examples/Sec = 16696.34, Accuracy = 1.00, Loss = 0.002
[2019-04-28 15:58] Train Step 4900/10000, Batch Size = 128, Examples/Sec = 14544.62, Accuracy = 1.00, Loss = 0.001
[2019-04-28 15:58] Train Step 5000/10000, Batch Size = 128, Examples/Sec = 12194.68, Accuracy = 1.00, Loss = 0.001
[2019-04-28 15:58] Train Step 5100/10000, Batch Size = 128, Examples/Sec = 10464.10, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 5200/10000, Batch Size = 128, Examples/Sec = 5348.44, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 5300/10000, Batch Size = 128, Examples/Sec = 13786.07, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 5400/10000, Batch Size = 128, Examples/Sec = 10476.14, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 5500/10000, Batch Size = 128, Examples/Sec = 14124.46, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 5600/10000, Batch Size = 128, Examples/Sec = 9457.78, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 5700/10000, Batch Size = 128, Examples/Sec = 14060.10, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 5800/10000, Batch Size = 128, Examples/Sec = 5636.50, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 5900/10000, Batch Size = 128, Examples/Sec = 17137.09, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 6000/10000, Batch Size = 128, Examples/Sec = 11327.11, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 6100/10000, Batch Size = 128, Examples/Sec = 10297.11, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 6200/10000, Batch Size = 128, Examples/Sec = 13739.15, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:58] Train Step 6300/10000, Batch Size = 128, Examples/Sec = 17251.08, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 6400/10000, Batch Size = 128, Examples/Sec = 5970.27, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 6500/10000, Batch Size = 128, Examples/Sec = 5751.22, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 6600/10000, Batch Size = 128, Examples/Sec = 10415.58, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 6700/10000, Batch Size = 128, Examples/Sec = 13947.23, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 6800/10000, Batch Size = 128, Examples/Sec = 16872.12, Accuracy = 0.65, Loss = 1.557
[2019-04-28 15:59] Train Step 6900/10000, Batch Size = 128, Examples/Sec = 16246.17, Accuracy = 0.93, Loss = 0.105
[2019-04-28 15:59] Train Step 7000/10000, Batch Size = 128, Examples/Sec = 11683.81, Accuracy = 1.00, Loss = 0.005
[2019-04-28 15:59] Train Step 7100/10000, Batch Size = 128, Examples/Sec = 14125.95, Accuracy = 1.00, Loss = 0.001
[2019-04-28 15:59] Train Step 7200/10000, Batch Size = 128, Examples/Sec = 5280.84, Accuracy = 1.00, Loss = 0.001
[2019-04-28 15:59] Train Step 7300/10000, Batch Size = 128, Examples/Sec = 9964.20, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 7400/10000, Batch Size = 128, Examples/Sec = 5215.93, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 7500/10000, Batch Size = 128, Examples/Sec = 16540.48, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 7600/10000, Batch Size = 128, Examples/Sec = 14425.03, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 7700/10000, Batch Size = 128, Examples/Sec = 12542.25, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 7800/10000, Batch Size = 128, Examples/Sec = 10248.17, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 7900/10000, Batch Size = 128, Examples/Sec = 13132.53, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 8000/10000, Batch Size = 128, Examples/Sec = 14403.75, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 8100/10000, Batch Size = 128, Examples/Sec = 11409.19, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 8200/10000, Batch Size = 128, Examples/Sec = 11898.21, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 8300/10000, Batch Size = 128, Examples/Sec = 13363.97, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 8400/10000, Batch Size = 128, Examples/Sec = 16320.25, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 8500/10000, Batch Size = 128, Examples/Sec = 10160.12, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 8600/10000, Batch Size = 128, Examples/Sec = 13177.01, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 8700/10000, Batch Size = 128, Examples/Sec = 6793.25, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 8800/10000, Batch Size = 128, Examples/Sec = 6382.51, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 8900/10000, Batch Size = 128, Examples/Sec = 8610.32, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 9000/10000, Batch Size = 128, Examples/Sec = 14388.69, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 9100/10000, Batch Size = 128, Examples/Sec = 10126.01, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 9200/10000, Batch Size = 128, Examples/Sec = 5084.58, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 9300/10000, Batch Size = 128, Examples/Sec = 16562.93, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 9400/10000, Batch Size = 128, Examples/Sec = 17022.99, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 9500/10000, Batch Size = 128, Examples/Sec = 11891.62, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 9600/10000, Batch Size = 128, Examples/Sec = 3308.24, Accuracy = 1.00, Loss = 0.000
[2019-04-28 15:59] Train Step 9700/10000, Batch Size = 128, Examples/Sec = 13806.63, Accuracy = 0.35, Loss = 1.795
[2019-04-28 15:59] Train Step 9800/10000, Batch Size = 128, Examples/Sec = 5569.26, Accuracy = 0.66, Loss = 0.923
[2019-04-28 16:00] Train Step 9900/10000, Batch Size = 128, Examples/Sec = 11149.97, Accuracy = 0.99, Loss = 0.342
[2019-04-28 16:00] Train Step 10000/10000, Batch Size = 128, Examples/Sec = 9859.16, Accuracy = 0.91, Loss = 0.317
Done training.
Sentence length: 7
[2019-04-28 16:00] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 7214.46, Accuracy = 0.08, Loss = 2.303
[2019-04-28 16:00] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 4818.62, Accuracy = 0.47, Loss = 1.342
[2019-04-28 16:00] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 14022.64, Accuracy = 0.67, Loss = 0.877
[2019-04-28 16:00] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 12525.57, Accuracy = 0.62, Loss = 0.732
[2019-04-28 16:00] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 4710.18, Accuracy = 0.83, Loss = 0.451
[2019-04-28 16:00] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 3945.87, Accuracy = 0.88, Loss = 0.336
[2019-04-28 16:00] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 5036.41, Accuracy = 0.51, Loss = 1.103
[2019-04-28 16:00] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 12576.03, Accuracy = 0.82, Loss = 0.339
