[2019-04-27 23:33] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 2604.89, Accuracy = 0.08, Loss = 2.304
[2019-04-27 23:33] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 14355.22, Accuracy = 0.88, Loss = 0.440
[2019-04-27 23:33] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 16954.71, Accuracy = 0.88, Loss = 0.408
[2019-04-27 23:33] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 17123.98, Accuracy = 0.89, Loss = 0.411
[2019-04-27 23:33] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 16838.25, Accuracy = 0.87, Loss = 0.383
[2019-04-27 23:33] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 11408.46, Accuracy = 0.88, Loss = 0.372
[2019-04-27 23:33] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 14630.63, Accuracy = 0.89, Loss = 0.342
[2019-04-27 23:33] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 14212.71, Accuracy = 0.93, Loss = 0.283
[2019-04-27 23:33] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 14099.98, Accuracy = 0.96, Loss = 0.291
[2019-04-27 23:33] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 14365.98, Accuracy = 0.88, Loss = 0.332
[2019-04-27 23:33] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 14094.06, Accuracy = 0.88, Loss = 0.335
[2019-04-27 23:33] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 17033.25, Accuracy = 0.90, Loss = 0.316
[2019-04-27 23:33] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 17081.48, Accuracy = 0.91, Loss = 0.261
[2019-04-27 23:33] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 17087.46, Accuracy = 0.89, Loss = 0.276
[2019-04-27 23:33] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 14089.99, Accuracy = 0.99, Loss = 0.331
[2019-04-27 23:33] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 16947.22, Accuracy = 0.90, Loss = 0.254
[2019-04-27 23:33] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 17207.40, Accuracy = 0.91, Loss = 0.266
[2019-04-27 23:33] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 17048.93, Accuracy = 0.95, Loss = 0.206
[2019-04-27 23:33] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 17039.73, Accuracy = 0.90, Loss = 0.243
[2019-04-27 23:33] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 11185.74, Accuracy = 0.93, Loss = 0.230
[2019-04-27 23:33] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 7141.52, Accuracy = 0.93, Loss = 0.189
[2019-04-27 23:33] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 17017.05, Accuracy = 0.91, Loss = 0.198
[2019-04-27 23:33] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 17122.88, Accuracy = 0.99, Loss = 0.175
[2019-04-27 23:33] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 17253.30, Accuracy = 0.97, Loss = 0.164
[2019-04-27 23:33] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 17145.85, Accuracy = 0.91, Loss = 0.243
[2019-04-27 23:33] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 11265.55, Accuracy = 0.97, Loss = 0.190
[2019-04-27 23:33] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 14284.18, Accuracy = 0.98, Loss = 0.132
[2019-04-27 23:33] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 16848.29, Accuracy = 1.00, Loss = 0.171
[2019-04-27 23:33] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 11318.51, Accuracy = 0.98, Loss = 0.156
[2019-04-27 23:33] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 17133.81, Accuracy = 0.97, Loss = 0.146
[2019-04-27 23:33] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 17032.17, Accuracy = 0.96, Loss = 0.111
[2019-04-27 23:33] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 17232.81, Accuracy = 0.96, Loss = 0.111
[2019-04-27 23:33] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 17089.64, Accuracy = 0.96, Loss = 0.169
[2019-04-27 23:33] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 17001.96, Accuracy = 0.95, Loss = 0.176
[2019-04-27 23:33] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 16922.64, Accuracy = 0.98, Loss = 0.155
[2019-04-27 23:33] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 17061.39, Accuracy = 0.98, Loss = 0.136
[2019-04-27 23:33] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 17137.09, Accuracy = 1.00, Loss = 0.099
[2019-04-27 23:33] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 17168.88, Accuracy = 1.00, Loss = 0.088
[2019-04-27 23:33] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 13946.87, Accuracy = 0.99, Loss = 0.105
[2019-04-27 23:33] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 17082.57, Accuracy = 0.98, Loss = 0.121
[2019-04-27 23:33] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 15485.62, Accuracy = 1.00, Loss = 0.091
[2019-04-27 23:33] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 13825.48, Accuracy = 1.00, Loss = 0.137
[2019-04-27 23:33] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 17052.18, Accuracy = 1.00, Loss = 0.107
[2019-04-27 23:33] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 17070.07, Accuracy = 1.00, Loss = 0.106
[2019-04-27 23:33] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 17024.06, Accuracy = 1.00, Loss = 0.091
[2019-04-27 23:33] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 17130.53, Accuracy = 1.00, Loss = 0.073
[2019-04-27 23:33] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 17121.79, Accuracy = 1.00, Loss = 0.088
[2019-04-27 23:33] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 17068.45, Accuracy = 1.00, Loss = 0.065
[2019-04-27 23:33] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 14356.76, Accuracy = 1.00, Loss = 0.059
[2019-04-27 23:33] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 16916.25, Accuracy = 0.91, Loss = 0.152
[2019-04-27 23:33] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 17032.71, Accuracy = 0.96, Loss = 0.069
[2019-04-27 23:33] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 8137.12, Accuracy = 0.99, Loss = 0.062
[2019-04-27 23:33] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 17054.35, Accuracy = 1.00, Loss = 0.065
[2019-04-27 23:33] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 6378.03, Accuracy = 1.00, Loss = 0.050
[2019-04-27 23:33] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 16796.11, Accuracy = 1.00, Loss = 0.050
[2019-04-27 23:33] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 16998.19, Accuracy = 1.00, Loss = 0.046
[2019-04-27 23:33] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 17167.78, Accuracy = 1.00, Loss = 0.044
[2019-04-27 23:33] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 16791.38, Accuracy = 1.00, Loss = 0.044
[2019-04-27 23:33] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 16812.42, Accuracy = 1.00, Loss = 0.038
[2019-04-27 23:33] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 14193.55, Accuracy = 1.00, Loss = 0.043
[2019-04-27 23:33] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 13907.85, Accuracy = 0.91, Loss = 0.144
[2019-04-27 23:33] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 16889.64, Accuracy = 0.98, Loss = 0.068
[2019-04-27 23:33] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 17071.16, Accuracy = 1.00, Loss = 0.058
[2019-04-27 23:33] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 17091.27, Accuracy = 1.00, Loss = 0.044
[2019-04-27 23:33] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 17058.68, Accuracy = 1.00, Loss = 0.038
[2019-04-27 23:33] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 16947.75, Accuracy = 0.96, Loss = 0.110
[2019-04-27 23:33] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 16893.89, Accuracy = 0.99, Loss = 0.065
[2019-04-27 23:33] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 17223.96, Accuracy = 1.00, Loss = 0.026
[2019-04-27 23:33] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 14353.30, Accuracy = 0.96, Loss = 0.075
[2019-04-27 23:33] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 17162.84, Accuracy = 1.00, Loss = 0.030
[2019-04-27 23:33] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 17235.57, Accuracy = 1.00, Loss = 0.026
[2019-04-27 23:33] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 16824.54, Accuracy = 1.00, Loss = 0.044
[2019-04-27 23:33] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 13600.97, Accuracy = 0.98, Loss = 0.065
[2019-04-27 23:33] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 17171.08, Accuracy = 0.99, Loss = 0.073
[2019-04-27 23:33] Train Step 1010/10000, Batch Size = 128, Examples/Sec = 14531.23, Accuracy = 1.00, Loss = 0.008
Done training.
[2019-04-27 23:33] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 15351.45, Accuracy = 0.12, Loss = 2.304
[2019-04-27 23:33] Train Step 0010/10000, Batch Size = 128, Examples/Sec = 8354.02, Accuracy = 0.21, Loss = 2.190
[2019-04-27 23:33] Train Step 0020/10000, Batch Size = 128, Examples/Sec = 15599.46, Accuracy = 0.23, Loss = 1.745
[2019-04-27 23:33] Train Step 0030/10000, Batch Size = 128, Examples/Sec = 13437.23, Accuracy = 0.33, Loss = 1.670
[2019-04-27 23:33] Train Step 0040/10000, Batch Size = 128, Examples/Sec = 15641.72, Accuracy = 0.34, Loss = 1.553
[2019-04-27 23:33] Train Step 0050/10000, Batch Size = 128, Examples/Sec = 13300.08, Accuracy = 0.48, Loss = 1.288
[2019-04-27 23:33] Train Step 0060/10000, Batch Size = 128, Examples/Sec = 12796.05, Accuracy = 0.52, Loss = 1.255
[2019-04-27 23:33] Train Step 0070/10000, Batch Size = 128, Examples/Sec = 15140.61, Accuracy = 0.55, Loss = 1.130
[2019-04-27 23:33] Train Step 0080/10000, Batch Size = 128, Examples/Sec = 15006.03, Accuracy = 0.47, Loss = 1.172
[2019-04-27 23:33] Train Step 0090/10000, Batch Size = 128, Examples/Sec = 12544.30, Accuracy = 0.63, Loss = 1.084
[2019-04-27 23:33] Train Step 0100/10000, Batch Size = 128, Examples/Sec = 15093.79, Accuracy = 0.70, Loss = 0.943
[2019-04-27 23:33] Train Step 0110/10000, Batch Size = 128, Examples/Sec = 14973.81, Accuracy = 0.59, Loss = 1.006
[2019-04-27 23:33] Train Step 0120/10000, Batch Size = 128, Examples/Sec = 14879.19, Accuracy = 0.62, Loss = 0.981
[2019-04-27 23:33] Train Step 0130/10000, Batch Size = 128, Examples/Sec = 12213.83, Accuracy = 0.66, Loss = 0.858
[2019-04-27 23:33] Train Step 0140/10000, Batch Size = 128, Examples/Sec = 12586.65, Accuracy = 0.51, Loss = 0.971
[2019-04-27 23:33] Train Step 0150/10000, Batch Size = 128, Examples/Sec = 14911.01, Accuracy = 0.72, Loss = 0.765
[2019-04-27 23:33] Train Step 0160/10000, Batch Size = 128, Examples/Sec = 15021.15, Accuracy = 0.77, Loss = 0.741
[2019-04-27 23:33] Train Step 0170/10000, Batch Size = 128, Examples/Sec = 10360.70, Accuracy = 0.68, Loss = 0.779
[2019-04-27 23:33] Train Step 0180/10000, Batch Size = 128, Examples/Sec = 7741.58, Accuracy = 0.74, Loss = 0.739
[2019-04-27 23:33] Train Step 0190/10000, Batch Size = 128, Examples/Sec = 14909.35, Accuracy = 0.66, Loss = 0.783
[2019-04-27 23:33] Train Step 0200/10000, Batch Size = 128, Examples/Sec = 14827.82, Accuracy = 0.80, Loss = 0.594
[2019-04-27 23:33] Train Step 0210/10000, Batch Size = 128, Examples/Sec = 12376.29, Accuracy = 0.81, Loss = 0.540
[2019-04-27 23:33] Train Step 0220/10000, Batch Size = 128, Examples/Sec = 14945.46, Accuracy = 0.73, Loss = 0.624
[2019-04-27 23:33] Train Step 0230/10000, Batch Size = 128, Examples/Sec = 14966.29, Accuracy = 0.71, Loss = 0.633
[2019-04-27 23:33] Train Step 0240/10000, Batch Size = 128, Examples/Sec = 14920.54, Accuracy = 0.63, Loss = 0.670
[2019-04-27 23:33] Train Step 0250/10000, Batch Size = 128, Examples/Sec = 14931.33, Accuracy = 0.73, Loss = 0.545
[2019-04-27 23:33] Train Step 0260/10000, Batch Size = 128, Examples/Sec = 12545.47, Accuracy = 0.69, Loss = 0.591
[2019-04-27 23:33] Train Step 0270/10000, Batch Size = 128, Examples/Sec = 15074.72, Accuracy = 0.81, Loss = 0.466
[2019-04-27 23:33] Train Step 0280/10000, Batch Size = 128, Examples/Sec = 14787.39, Accuracy = 0.84, Loss = 0.447
[2019-04-27 23:33] Train Step 0290/10000, Batch Size = 128, Examples/Sec = 15020.31, Accuracy = 0.80, Loss = 0.500
[2019-04-27 23:33] Train Step 0300/10000, Batch Size = 128, Examples/Sec = 14726.95, Accuracy = 0.87, Loss = 0.406
[2019-04-27 23:33] Train Step 0310/10000, Batch Size = 128, Examples/Sec = 14829.05, Accuracy = 0.66, Loss = 0.544
[2019-04-27 23:33] Train Step 0320/10000, Batch Size = 128, Examples/Sec = 13909.65, Accuracy = 0.68, Loss = 0.535
[2019-04-27 23:33] Train Step 0330/10000, Batch Size = 128, Examples/Sec = 14851.20, Accuracy = 0.59, Loss = 0.615
[2019-04-27 23:33] Train Step 0340/10000, Batch Size = 128, Examples/Sec = 12881.09, Accuracy = 0.83, Loss = 0.407
[2019-04-27 23:33] Train Step 0350/10000, Batch Size = 128, Examples/Sec = 14858.19, Accuracy = 0.85, Loss = 0.359
[2019-04-27 23:33] Train Step 0360/10000, Batch Size = 128, Examples/Sec = 14871.77, Accuracy = 0.78, Loss = 0.440
[2019-04-27 23:33] Train Step 0370/10000, Batch Size = 128, Examples/Sec = 9869.68, Accuracy = 0.62, Loss = 0.570
[2019-04-27 23:33] Train Step 0380/10000, Batch Size = 128, Examples/Sec = 14741.10, Accuracy = 0.88, Loss = 0.355
[2019-04-27 23:33] Train Step 0390/10000, Batch Size = 128, Examples/Sec = 14776.40, Accuracy = 0.75, Loss = 0.413
[2019-04-27 23:33] Train Step 0400/10000, Batch Size = 128, Examples/Sec = 12622.46, Accuracy = 0.77, Loss = 0.421
[2019-04-27 23:33] Train Step 0410/10000, Batch Size = 128, Examples/Sec = 12897.18, Accuracy = 0.73, Loss = 0.454
[2019-04-27 23:33] Train Step 0420/10000, Batch Size = 128, Examples/Sec = 14761.37, Accuracy = 0.70, Loss = 0.497
[2019-04-27 23:33] Train Step 0430/10000, Batch Size = 128, Examples/Sec = 12642.97, Accuracy = 0.62, Loss = 0.546
[2019-04-27 23:33] Train Step 0440/10000, Batch Size = 128, Examples/Sec = 14840.94, Accuracy = 0.80, Loss = 0.377
[2019-04-27 23:33] Train Step 0450/10000, Batch Size = 128, Examples/Sec = 14812.68, Accuracy = 0.73, Loss = 0.433
[2019-04-27 23:33] Train Step 0460/10000, Batch Size = 128, Examples/Sec = 14956.29, Accuracy = 0.75, Loss = 0.415
[2019-04-27 23:33] Train Step 0470/10000, Batch Size = 128, Examples/Sec = 14783.72, Accuracy = 0.67, Loss = 0.551
[2019-04-27 23:33] Train Step 0480/10000, Batch Size = 128, Examples/Sec = 11744.38, Accuracy = 0.84, Loss = 0.308
[2019-04-27 23:33] Train Step 0490/10000, Batch Size = 128, Examples/Sec = 14753.66, Accuracy = 0.67, Loss = 0.466
[2019-04-27 23:33] Train Step 0500/10000, Batch Size = 128, Examples/Sec = 12788.73, Accuracy = 0.78, Loss = 0.357
[2019-04-27 23:33] Train Step 0510/10000, Batch Size = 128, Examples/Sec = 14798.80, Accuracy = 0.73, Loss = 0.435
[2019-04-27 23:33] Train Step 0520/10000, Batch Size = 128, Examples/Sec = 13140.56, Accuracy = 0.80, Loss = 0.334
[2019-04-27 23:33] Train Step 0530/10000, Batch Size = 128, Examples/Sec = 8000.70, Accuracy = 0.77, Loss = 0.350
[2019-04-27 23:33] Train Step 0540/10000, Batch Size = 128, Examples/Sec = 12422.97, Accuracy = 0.80, Loss = 0.348
[2019-04-27 23:33] Train Step 0550/10000, Batch Size = 128, Examples/Sec = 12372.86, Accuracy = 0.80, Loss = 0.307
[2019-04-27 23:33] Train Step 0560/10000, Batch Size = 128, Examples/Sec = 14906.04, Accuracy = 0.77, Loss = 0.465
[2019-04-27 23:33] Train Step 0570/10000, Batch Size = 128, Examples/Sec = 14838.07, Accuracy = 0.73, Loss = 0.412
[2019-04-27 23:33] Train Step 0580/10000, Batch Size = 128, Examples/Sec = 14920.13, Accuracy = 0.85, Loss = 0.262
[2019-04-27 23:33] Train Step 0590/10000, Batch Size = 128, Examples/Sec = 14847.09, Accuracy = 0.77, Loss = 0.333
[2019-04-27 23:33] Train Step 0600/10000, Batch Size = 128, Examples/Sec = 14889.51, Accuracy = 0.82, Loss = 0.291
[2019-04-27 23:33] Train Step 0610/10000, Batch Size = 128, Examples/Sec = 14700.74, Accuracy = 0.79, Loss = 0.384
[2019-04-27 23:33] Train Step 0620/10000, Batch Size = 128, Examples/Sec = 14897.36, Accuracy = 0.81, Loss = 0.291
[2019-04-27 23:33] Train Step 0630/10000, Batch Size = 128, Examples/Sec = 14756.09, Accuracy = 0.81, Loss = 0.302
[2019-04-27 23:33] Train Step 0640/10000, Batch Size = 128, Examples/Sec = 14860.24, Accuracy = 0.73, Loss = 0.367
[2019-04-27 23:33] Train Step 0650/10000, Batch Size = 128, Examples/Sec = 14829.87, Accuracy = 0.82, Loss = 0.302
[2019-04-27 23:33] Train Step 0660/10000, Batch Size = 128, Examples/Sec = 14863.95, Accuracy = 0.89, Loss = 0.197
[2019-04-27 23:33] Train Step 0670/10000, Batch Size = 128, Examples/Sec = 14935.07, Accuracy = 0.92, Loss = 0.171
[2019-04-27 23:33] Train Step 0680/10000, Batch Size = 128, Examples/Sec = 14248.92, Accuracy = 0.85, Loss = 0.198
[2019-04-27 23:33] Train Step 0690/10000, Batch Size = 128, Examples/Sec = 14944.21, Accuracy = 0.91, Loss = 0.185
[2019-04-27 23:33] Train Step 0700/10000, Batch Size = 128, Examples/Sec = 12602.60, Accuracy = 0.81, Loss = 0.261
[2019-04-27 23:33] Train Step 0710/10000, Batch Size = 128, Examples/Sec = 14841.35, Accuracy = 0.99, Loss = 0.091
[2019-04-27 23:33] Train Step 0720/10000, Batch Size = 128, Examples/Sec = 12091.96, Accuracy = 0.95, Loss = 0.150
[2019-04-27 23:33] Train Step 0730/10000, Batch Size = 128, Examples/Sec = 11905.86, Accuracy = 0.88, Loss = 0.182
[2019-04-27 23:33] Train Step 0740/10000, Batch Size = 128, Examples/Sec = 14863.95, Accuracy = 0.91, Loss = 0.189
[2019-04-27 23:33] Train Step 0750/10000, Batch Size = 128, Examples/Sec = 14778.84, Accuracy = 0.90, Loss = 0.198
[2019-04-27 23:33] Train Step 0760/10000, Batch Size = 128, Examples/Sec = 14684.25, Accuracy = 0.84, Loss = 0.205
[2019-04-27 23:33] Train Step 0770/10000, Batch Size = 128, Examples/Sec = 14832.33, Accuracy = 0.87, Loss = 0.242
[2019-04-27 23:33] Train Step 0780/10000, Batch Size = 128, Examples/Sec = 14839.30, Accuracy = 0.93, Loss = 0.154
[2019-04-27 23:33] Train Step 0790/10000, Batch Size = 128, Examples/Sec = 14720.49, Accuracy = 0.91, Loss = 0.188
[2019-04-27 23:33] Train Step 0800/10000, Batch Size = 128, Examples/Sec = 14699.13, Accuracy = 0.88, Loss = 0.214
[2019-04-27 23:33] Train Step 0810/10000, Batch Size = 128, Examples/Sec = 14830.69, Accuracy = 0.91, Loss = 0.183
[2019-04-27 23:33] Train Step 0820/10000, Batch Size = 128, Examples/Sec = 9891.86, Accuracy = 1.00, Loss = 0.047
[2019-04-27 23:33] Train Step 0830/10000, Batch Size = 128, Examples/Sec = 12195.79, Accuracy = 0.91, Loss = 0.178
[2019-04-27 23:33] Train Step 0840/10000, Batch Size = 128, Examples/Sec = 14652.59, Accuracy = 0.93, Loss = 0.129
[2019-04-27 23:33] Train Step 0850/10000, Batch Size = 128, Examples/Sec = 12483.34, Accuracy = 0.95, Loss = 0.102
[2019-04-27 23:33] Train Step 0860/10000, Batch Size = 128, Examples/Sec = 14799.21, Accuracy = 0.99, Loss = 0.074
[2019-04-27 23:33] Train Step 0870/10000, Batch Size = 128, Examples/Sec = 7841.88, Accuracy = 1.00, Loss = 0.049
[2019-04-27 23:33] Train Step 0880/10000, Batch Size = 128, Examples/Sec = 7494.64, Accuracy = 1.00, Loss = 0.054
[2019-04-27 23:33] Train Step 0890/10000, Batch Size = 128, Examples/Sec = 14747.18, Accuracy = 0.93, Loss = 0.127
[2019-04-27 23:33] Train Step 0900/10000, Batch Size = 128, Examples/Sec = 11929.40, Accuracy = 0.97, Loss = 0.066
[2019-04-27 23:33] Train Step 0910/10000, Batch Size = 128, Examples/Sec = 12881.71, Accuracy = 0.96, Loss = 0.070
[2019-04-27 23:33] Train Step 0920/10000, Batch Size = 128, Examples/Sec = 10345.53, Accuracy = 0.96, Loss = 0.091
[2019-04-27 23:33] Train Step 0930/10000, Batch Size = 128, Examples/Sec = 14836.43, Accuracy = 0.97, Loss = 0.075
[2019-04-27 23:33] Train Step 0940/10000, Batch Size = 128, Examples/Sec = 12144.75, Accuracy = 0.95, Loss = 0.100
[2019-04-27 23:33] Train Step 0950/10000, Batch Size = 128, Examples/Sec = 12815.60, Accuracy = 0.98, Loss = 0.072
[2019-04-27 23:33] Train Step 0960/10000, Batch Size = 128, Examples/Sec = 14861.89, Accuracy = 0.93, Loss = 0.097
[2019-04-27 23:33] Train Step 0970/10000, Batch Size = 128, Examples/Sec = 14856.95, Accuracy = 0.99, Loss = 0.049
[2019-04-27 23:33] Train Step 0980/10000, Batch Size = 128, Examples/Sec = 12822.64, Accuracy = 1.00, Loss = 0.029
[2019-04-27 23:33] Train Step 0990/10000, Batch Size = 128, Examples/Sec = 14797.17, Accuracy = 0.97, Loss = 0.084
[2019-04-27 23:33] Train Step 1000/10000, Batch Size = 128, Examples/Sec = 13306.01, Accuracy = 1.00, Loss = 0.037
[2019-04-27 23:33] Train Step 1010/10000, Batch Size = 128, Examples/Sec = 14942.14, Accuracy = 0.96, Loss = 0.076
[2019-04-27 23:33] Train Step 1020/10000, Batch Size = 128, Examples/Sec = 14845.86, Accuracy = 1.00, Loss = 0.027
[2019-04-27 23:33] Train Step 1030/10000, Batch Size = 128, Examples/Sec = 14973.39, Accuracy = 1.00, Loss = 0.014
Done training.
[2019-04-27 23:33] Train Step 0000/10000, Batch Size = 128, Examples/Sec = 11469.89, Accuracy = 0.12, Loss = 2.303
[2019-04-27 23:33] Train Step 0010/10000, Batch Size = 128, Examples/Sec = 6990.42, Accuracy = 0.11, Loss = 2.309
[2019-04-27 23:33] Train Step 0020/10000, Batch Size = 128, Examples/Sec = 13862.96, Accuracy = 0.27, Loss = 1.743
[2019-04-27 23:33] Train Step 0030/10000, Batch Size = 128, Examples/Sec = 9536.23, Accuracy = 0.19, Loss = 1.790
